Location,Strand,Length,PID,start,end
684313..685362,-,349,15790034,684313,685362
685465..686847,-,460,15790035,685465,686847
686893..687372,-,159,15790036,686893,687372
687546..687692,+,48,15790037,687546,687692
687787..689355,+,522,15790038,687787,689355
689345..689866,+,173,15790039,689345,689866
689936..690208,+,90,15790040,689936,690208
690192..691643,+,483,15790041,690192,691643
691613..692713,-,366,15790042,691613,692713
692869..694062,+,397,15790043,692869,694062
694068..696365,-,765,15790044,694068,696365
696355..696996,-,213,15790045,696355,696996
697055..697939,-,294,15790046,697055,697939
698097..698786,+,229,15790047,698097,698786
698755..700821,-,688,15790048,698755,700821
700821..701954,-,377,15790049,700821,701954
701947..703560,-,537,15790050,701947,703560
703563..704714,-,383,15790051,703563,704714
704811..705812,-,333,15790052,704811,705812
705811..705990,+,59,15790053,705811,705990
706028..706747,-,239,15790054,706028,706747
706744..708309,-,521,15790055,706744,708309
708396..709412,+,338,15790056,708396,709412
709490..710641,+,383,15790057,709490,710641
710638..711030,+,130,15790058,710638,711030
711047..712147,-,366,15790059,711047,712147
712274..712447,-,57,15790060,712274,712447
712502..713143,-,213,15790061,712502,713143
713283..714095,-,270,15790062,713283,714095
714164..715606,+,480,15790063,714164,715606
715619..716419,-,266,15790064,715619,716419
716669..718771,+,700,16554478,716669,718771
718768..719832,+,354,15790066,718768,719832
719845..720243,-,132,15790067,719845,720243
720331..720678,+,115,15790068,720331,720678
720747..721028,+,93,15790069,720747,721028
721030..722001,-,323,15790070,721030,722001
722046..723791,-,581,15790071,722046,723791
723798..725687,-,629,15790072,723798,725687
725699..726469,-,256,16554479,725699,726469
726466..726921,-,151,16554480,726466,726921
726922..727359,-,145,15790074,726922,727359
727343..728857,-,504,15790075,727343,728857
728962..729432,-,156,15790076,728962,729432
729429..731339,-,636,15790077,729429,731339
731395..731634,-,79,15790078,731395,731634
731799..732380,+,193,15790079,731799,732380
732464..732982,+,172,15790080,732464,732982
733066..733575,+,169,15790081,733066,733575
733804..734865,+,353,15790082,733804,734865
735009..735881,+,290,15790083,735009,735881
735910..736773,-,287,15790084,735910,736773
736840..737544,-,234,15790085,736840,737544
737643..738110,-,155,16554481,737643,738110
738107..739246,-,379,15790087,738107,739246
739248..739835,-,195,15790088,739248,739835
739838..741844,-,668,15790089,739838,741844
741846..742889,-,347,15790090,741846,742889
742886..743248,-,120,15790091,742886,743248
743295..743831,-,178,15790092,743295,743831
743896..744489,-,197,15790093,743896,744489
744606..745511,+,301,15790094,744606,745511
745648..746763,+,371,15790095,745648,746763
746843..747133,+,96,15790096,746843,747133
747151..748605,-,484,15790097,747151,748605
749392..751398,+,668,15790098,749392,751398
752276..752803,+,175,15790099,752276,752803
753131..753547,+,138,15790100,753131,753547
754149..754391,+,80,15790101,754149,754391
754459..755481,-,340,15790102,754459,755481
756010..756183,+,57,15790103,756010,756183
756675..757016,-,113,15790104,756675,757016
757409..758119,-,236,15790105,757409,758119
758465..759277,+,270,15790106,758465,759277
759667..759870,-,67,15790107,759667,759870
760365..760553,+,62,15790108,760365,760553
760682..762487,+,601,15790109,760682,762487
762609..764612,+,667,15790110,762609,764612
764619..765629,-,336,15790111,764619,765629
765775..766044,-,89,15790112,765775,766044
766603..766812,+,69,15790113,766603,766812
766955..768538,-,527,15790114,766955,768538
768965..769882,+,305,15790115,768965,769882
769965..770189,+,74,15790116,769965,770189
770194..770406,-,70,15790117,770194,770406
770827..771546,+,239,15790118,770827,771546
771722..771925,-,67,15790119,771722,771925
773360..773950,+,196,15790120,773360,773950
774034..774546,+,170,15790121,774034,774546
774736..775503,+,255,16554482,774736,775503
775533..775805,+,90,15790123,775533,775805
775802..777073,-,423,15790124,775802,777073
777110..778453,+,447,15790125,777110,778453
778446..778820,-,124,15790126,778446,778820
778857..779960,-,367,15790127,778857,779960
780246..782048,+,600,15790128,780246,782048
782045..782896,+,283,15790129,782045,782896
782934..783695,+,253,15790130,782934,783695
783700..784716,+,338,15790131,783700,784716
784713..785120,+,135,15790132,784713,785120
785117..785962,+,281,15790133,785117,785962
785972..786526,+,184,15790134,785972,786526
786530..787174,-,214,15790135,786530,787174
787221..787760,-,179,15790136,787221,787760
787803..788402,-,199,15790137,787803,788402
788399..788908,-,169,15790138,788399,788908
788905..790092,-,395,15790139,788905,790092
790091..790531,+,146,15790140,790091,790531
790599..792188,-,529,15790141,790599,792188
792185..792703,-,172,15790142,792185,792703
792760..793494,-,244,15790143,792760,793494
793607..794329,+,240,15790144,793607,794329
794483..795025,+,180,15790145,794483,795025
795133..795747,-,204,15790146,795133,795747
795777..796229,+,150,15790147,795777,796229
796243..796467,-,74,15790148,796243,796467
796466..796759,+,97,15790149,796466,796759
796773..798053,-,426,15790150,796773,798053
798126..798476,-,116,15790151,798126,798476
798683..799369,+,228,15790152,798683,799369
799383..800300,-,305,15790153,799383,800300
800415..801842,+,475,15790154,800415,801842
801935..802657,+,240,15790155,801935,802657
802721..803701,+,326,15790156,802721,803701
803726..805084,-,452,15790157,803726,805084
805308..806426,+,372,15790158,805308,806426
806499..807695,-,398,15790159,806499,807695
807925..808710,+,261,15790160,807925,808710
808831..809730,+,299,15790161,808831,809730
809745..810761,-,338,15790162,809745,810761
811152..812492,-,446,15790163,811152,812492
812621..813382,+,253,15790164,812621,813382
813372..814280,+,302,15790165,813372,814280
814270..815256,-,328,15790166,814270,815256
815317..818580,+,1087,15790167,815317,818580
818634..819524,+,296,15790168,818634,819524
819545..820756,-,403,16554483,819545,820756
820841..821197,-,118,15790170,820841,821197
821245..822726,-,493,15790171,821245,822726
822719..823564,-,281,15790172,822719,823564
823711..824646,-,311,15790173,823711,824646
824703..826337,-,544,15790174,824703,826337
826509..827423,-,304,15790175,826509,827423
827496..829250,-,584,15790176,827496,829250
829247..830572,-,441,15790177,829247,830572
830618..831214,-,198,15790178,830618,831214
831377..831595,+,72,15790179,831377,831595
831651..831929,+,92,15790180,831651,831929
832010..833953,+,647,15790181,832010,833953
833972..834178,-,68,15790182,833972,834178
834481..835803,+,440,15790183,834481,835803
835854..836057,+,67,15790184,835854,836057
836666..837766,-,366,15790185,836666,837766
837766..838644,-,292,15790186,837766,838644
838735..839919,+,394,15790187,838735,839919
839927..840118,-,63,15790188,839927,840118
840223..840531,-,102,15790189,840223,840531
840757..842241,+,494,15790190,840757,842241
842300..843136,+,278,15790191,842300,843136
843129..843680,+,183,15790192,843129,843680
843690..844934,-,414,15790193,843690,844934
845055..845399,-,114,15790194,845055,845399
845405..846463,-,352,15790195,845405,846463
846465..847103,-,212,15790196,846465,847103
847304..847795,-,163,15790197,847304,847795
847866..848072,-,68,15790198,847866,848072
848173..849285,+,370,15790199,848173,849285
849289..849699,+,136,15790200,849289,849699
849749..850534,+,261,15790201,849749,850534
850650..851024,+,124,15790202,850650,851024
851026..851874,-,282,15790203,851026,851874
851896..852879,+,327,15790204,851896,852879
853114..853365,+,83,15790205,853114,853365
853418..853894,-,158,15790206,853418,853894
853986..855161,+,391,15790207,853986,855161
855154..855582,-,142,16554484,855154,855582
855719..856657,-,312,15790209,855719,856657
856660..858582,-,640,15790210,856660,858582
858687..858911,-,74,15790211,858687,858911
858908..859939,-,343,15790212,858908,859939
860275..860790,+,171,15790213,860275,860790
860790..861302,+,170,15790214,860790,861302
861309..861692,+,127,161349982,861309,861692
861696..862442,+,248,15790216,861696,862442
862694..863047,+,117,15790217,862694,863047
863044..863481,+,145,15790218,863044,863481
863475..863873,+,132,16554485,863475,863873
863886..864086,+,66,15790220,863886,864086
864089..864271,+,60,15790221,864089,864271
864273..865469,+,398,15790222,864273,865469
865466..866215,+,249,15790223,865466,866215
866282..867124,-,280,15790224,866282,867124
867210..868202,+,330,15790225,867210,868202
868199..868936,+,245,15790226,868199,868936
869155..870501,+,448,16554486,869155,870501
870501..871544,+,347,15790228,870501,871544
871623..871844,+,73,15790229,871623,871844
871960..873720,+,586,15790230,871960,873720
873734..874207,-,157,15790231,873734,874207
874233..876539,-,768,15790232,874233,876539
876667..877029,+,120,15790233,876667,877029
877036..877260,+,74,161349981,877036,877260
877260..877448,+,62,15790235,877260,877448
877445..877930,+,161,15790236,877445,877930
877978..878925,-,315,15790237,877978,878925
878982..879557,-,191,15790238,878982,879557
879550..880452,-,300,15790239,879550,880452
880623..881471,-,282,15790240,880623,881471
881509..882102,-,197,15790241,881509,882102
882144..882503,-,119,15790242,882144,882503
882503..882802,-,99,15790243,882503,882802
883195..884376,+,393,15790244,883195,884376
884446..884745,-,99,15790245,884446,884745
884715..884888,-,57,16554487,884715,884888
884967..886922,-,651,15790246,884967,886922
886911..887744,+,277,15790247,886911,887744
887741..888373,+,210,15790248,887741,888373
888387..888617,-,76,15790249,888387,888617
888617..889327,-,236,15790250,888617,889327
889326..889859,+,177,15790251,889326,889859
889903..890526,+,207,15790252,889903,890526
890603..891091,+,162,15790253,890603,891091
891125..892330,-,401,16554488,891125,892330
892327..892578,-,83,15790255,892327,892578
892721..893791,+,356,15790256,892721,893791
893923..895062,+,379,15790257,893923,895062
895069..895686,+,205,15790258,895069,895686
895707..896105,-,132,15790259,895707,896105
896255..896857,-,200,15790260,896255,896857
896996..898141,+,381,16554489,896996,898141
898154..899398,-,414,15790262,898154,899398
899522..899731,-,69,15790263,899522,899731
899768..899878,-,36,15790264,899768,899878
900160..900624,-,154,15790265,900160,900624
900703..902079,-,458,15790266,900703,902079
902216..902422,+,68,15790267,902216,902422
902438..903073,-,211,15790268,902438,903073
903076..903774,-,232,15790269,903076,903774
903818..905068,-,416,15790270,903818,905068
905173..906468,-,431,15790271,905173,906468
907027..907659,-,210,15790272,907027,907659
907743..909509,+,588,15790273,907743,909509
909509..910429,+,306,15790274,909509,910429
910426..911679,+,417,15790275,910426,911679
911697..913253,+,518,16554490,911697,913253
913341..914321,+,326,15790277,913341,914321
914979..916109,+,376,15790278,914979,916109
916393..916875,-,160,15790279,916393,916875
916872..918068,-,398,15790280,916872,918068
918171..918887,-,238,15790281,918171,918887
918850..919596,+,248,15790282,918850,919596
919654..919977,-,107,15790283,919654,919977
920669..921862,+,397,15790284,920669,921862
922015..922776,-,253,15790285,922015,922776
922865..923065,+,66,15790286,922865,923065
923079..923711,-,210,15790287,923079,923711
923886..924092,+,68,15790288,923886,924092
924127..925311,-,394,15790289,924127,925311
925560..926879,-,439,15790290,925560,926879
926974..928149,+,391,15790291,926974,928149
928165..929535,-,456,15790292,928165,929535
929643..930380,+,245,15790293,929643,930380
930370..931761,+,463,15790294,930370,931761
931821..932303,+,160,15790295,931821,932303
932347..932466,-,39,15790296,932347,932466
932654..932875,+,73,15790297,932654,932875
932862..935048,+,728,15790298,932862,935048
935124..935900,+,258,15790299,935124,935900
936143..936409,-,88,15790300,936143,936409
936406..937260,-,284,15790301,936406,937260
937348..937776,+,142,15790302,937348,937776
937934..938593,-,219,15790303,937934,938593
938596..939666,-,356,15790304,938596,939666
939667..940758,-,363,15790305,939667,940758
940842..943682,-,946,15790306,940842,943682
943743..944486,-,247,15790307,943743,944486
944486..945883,-,465,15790308,944486,945883
945880..947262,-,460,15790309,945880,947262
947257..947919,+,220,15790310,947257,947919
947927..948211,-,94,15790311,947927,948211
948260..949348,-,362,15790312,948260,949348
949462..949746,+,94,15790313,949462,949746
949891..950073,+,60,15790314,949891,950073
950078..950476,-,132,15790315,950078,950476
950618..950860,+,80,15790316,950618,950860
950936..951319,-,127,15790317,950936,951319
951404..952309,+,301,15790318,951404,952309
952374..953267,+,297,15790319,952374,953267
953515..954315,-,266,15790320,953515,954315
954746..955255,+,169,15790321,954746,955255
955464..956882,+,472,15790322,955464,956882
956875..957366,+,163,15790323,956875,957366
957376..958683,-,435,16554491,957376,958683
958732..959457,-,241,15790325,958732,959457
959518..960012,-,164,15790326,959518,960012
960009..960611,-,200,15790327,960009,960611
960595..960975,-,126,15790328,960595,960975
961406..962074,-,222,15790329,961406,962074
962119..962319,-,66,15790330,962119,962319
962319..963932,-,537,15790331,962319,963932
964009..964770,-,253,15790332,964009,964770
964835..965257,-,140,15790333,964835,965257
965294..965509,-,71,15790334,965294,965509
965562..966389,-,275,15790335,965562,966389
966430..966543,-,37,15790336,966430,966543
966623..967534,-,303,15790337,966623,967534
967595..967786,-,63,15790338,967595,967786
967899..968510,+,203,15790339,967899,968510
968577..969803,+,408,15790340,968577,969803
969880..971058,+,392,15790341,969880,971058
971265..971507,+,80,15790342,971265,971507
971521..972504,-,327,15790343,971521,972504
972633..972983,+,116,15790344,972633,972983
972973..975201,-,742,15790345,972973,975201
975273..976565,+,430,15790346,975273,976565
976559..978406,-,615,15790347,976559,978406
978413..979291,-,292,15790348,978413,979291
979298..979660,-,120,15790349,979298,979660
979662..980084,-,140,15790350,979662,980084
980201..980776,-,191,15790351,980201,980776
980918..982897,+,659,15790352,980918,982897
983197..983418,+,73,15790353,983197,983418
983324..983818,+,164,15790354,983324,983818
983914..984111,-,65,15790355,983914,984111
984228..984569,+,113,15790356,984228,984569
984584..986269,-,561,15790357,984584,986269
986348..987505,+,385,15790358,986348,987505
987502..989949,+,815,15790359,987502,989949
989961..990395,-,144,15790360,989961,990395
990944..991744,-,266,15790361,990944,991744
991743..992111,+,122,15790362,991743,992111
992165..992743,+,192,15790363,992165,992743
992751..993020,-,89,15790364,992751,993020
993093..993569,+,158,15790365,993093,993569
993598..994200,-,200,15790366,993598,994200
994265..995734,-,489,15790367,994265,995734
995751..996206,-,151,15790368,995751,996206
996308..997666,+,452,15790369,996308,997666
997742..999307,+,521,15790370,997742,999307
999323..1000228,-,301,15790371,999323,1000228
1000227..1000994,+,255,15790372,1000227,1000994
1000991..1002007,+,338,16554492,1000991,1002007
1002024..1002701,-,225,15790374,1002024,1002701
1002833..1003978,-,381,15790375,1002833,1003978
1004042..1004611,+,189,15790376,1004042,1004611
1004568..1005329,+,253,15790377,1004568,1005329
1005333..1005794,-,153,16554493,1005333,1005794
1005848..1006789,-,313,15790379,1005848,1006789
1006932..1007417,+,161,15790380,1006932,1007417
1007425..1009293,-,622,15790381,1007425,1009293
1009330..1010874,-,514,15790382,1009330,1010874
1010871..1011350,-,159,15790383,1010871,1011350
1011395..1012807,-,470,15790384,1011395,1012807
1013011..1013259,-,82,15790385,1013011,1013259
1013308..1014291,-,327,15790386,1013308,1014291
1014340..1014834,-,164,15790387,1014340,1014834
1015011..1015412,+,133,15790388,1015011,1015412
1015496..1016482,+,328,15790389,1015496,1016482
1016483..1017439,-,318,15790390,1016483,1017439
1017495..1017722,-,75,15790391,1017495,1017722
1017722..1018000,-,92,15790392,1017722,1018000
1018040..1019149,-,369,15790393,1018040,1019149
1019209..1020318,+,369,15790394,1019209,1020318
1020315..1021511,+,398,16554494,1020315,1021511
1021561..1022991,+,476,15790396,1021561,1022991
1023071..1024891,+,606,15790397,1023071,1024891
1025206..1026540,+,444,15790398,1025206,1026540
1026595..1026759,-,54,15790399,1026595,1026759
1026961..1027410,-,149,15790400,1026961,1027410
1027447..1028247,-,266,15790401,1027447,1028247
1028559..1029209,+,216,15790402,1028559,1029209
1029784..1030257,+,157,15790403,1029784,1030257
1030300..1030734,+,144,15790404,1030300,1030734
1030786..1033188,+,800,15790405,1030786,1033188
1033228..1033419,+,63,15790406,1033228,1033419
1033416..1033934,+,172,15790407,1033416,1033934
1033931..1034509,-,192,15790408,1033931,1034509
1034506..1035285,-,259,15790409,1034506,1035285
1035287..1036099,-,270,15790410,1035287,1036099
1036408..1036719,+,103,15790411,1036408,1036719
1036721..1037209,-,162,16554495,1036721,1037209
1037249..1037746,-,165,15790412,1037249,1037746
1037808..1039253,-,481,15790413,1037808,1039253
1039323..1040405,-,360,15790414,1039323,1040405
1040466..1040909,-,147,15790415,1040466,1040909
1040976..1041458,-,160,15790416,1040976,1041458
1041502..1041948,-,148,15790417,1041502,1041948
1041974..1042369,-,131,15790418,1041974,1042369
1042533..1042907,-,124,15790419,1042533,1042907
1043067..1043468,+,133,15790420,1043067,1043468
1043980..1045554,+,524,16554496,1043980,1045554
1045627..1046025,+,132,15790422,1045627,1046025
1046073..1048121,-,682,15790423,1046073,1048121
1048271..1049413,+,380,15790424,1048271,1049413
1049424..1050434,-,336,15790425,1049424,1050434
1051252..1052118,-,288,15790426,1051252,1052118
1052148..1053737,-,529,15790427,1052148,1053737
1053950..1055224,+,424,15790428,1053950,1055224
1055397..1056290,+,297,15790429,1055397,1056290
1056325..1057122,-,265,15790430,1056325,1057122
1057123..1058421,+,432,15790431,1057123,1058421
1058589..1059044,+,151,15790432,1058589,1059044
1059075..1059986,+,303,15790433,1059075,1059986
1060045..1060191,+,48,15790434,1060045,1060191
1060402..1060698,-,98,15790435,1060402,1060698
1060839..1061117,+,92,15790436,1060839,1061117
1061121..1061363,+,80,15790437,1061121,1061363
1061360..1062508,-,382,15790438,1061360,1062508
1062600..1063610,+,336,15790439,1062600,1063610
1063672..1064343,+,223,15790440,1063672,1064343
1064474..1065466,+,330,15790441,1064474,1065466
1065552..1065731,+,59,15790442,1065552,1065731
1065778..1066809,+,343,15790443,1065778,1066809
1067076..1067780,-,234,15790444,1067076,1067780
1068124..1068375,+,83,15790445,1068124,1068375
1068714..1069064,-,116,15790446,1068714,1069064
1069113..1070375,-,420,15790447,1069113,1070375
1070493..1071770,+,425,15790448,1070493,1071770
1071909..1072142,-,77,15790449,1071909,1072142
1072166..1073080,-,304,15790450,1072166,1073080
1073153..1073392,-,79,15790451,1073153,1073392
1073658..1074833,+,391,15790452,1073658,1074833
1074878..1075960,+,360,15790453,1074878,1075960
1075969..1076835,-,288,15790454,1075969,1076835
1076841..1077320,+,159,15790455,1076841,1077320
1077321..1078823,-,500,15790456,1077321,1078823
1078862..1079908,-,348,15790457,1078862,1079908
1079946..1080326,-,126,15790458,1079946,1080326
1080325..1081038,+,237,15790459,1080325,1081038
1081040..1082008,-,322,15790460,1081040,1082008
1082119..1082265,-,48,15790461,1082119,1082265
1082555..1082767,-,70,15790462,1082555,1082767
1082767..1084842,-,691,15790463,1082767,1084842
1085033..1085461,+,142,15790464,1085033,1085461
1085495..1087519,-,674,15790465,1085495,1087519
1087516..1088622,-,368,15790466,1087516,1088622
1088744..1088878,+,44,15790467,1088744,1088878
1089122..1089910,+,262,15790468,1089122,1089910
1089962..1090231,+,89,15790469,1089962,1090231
1090362..1091636,+,424,15790470,1090362,1091636
1091633..1092457,+,274,15790471,1091633,1092457
1092551..1094830,-,759,15790472,1092551,1094830
1094827..1095075,-,82,15790473,1094827,1095075
1095190..1096014,+,274,15790474,1095190,1096014
1096286..1097941,+,551,15790475,1096286,1097941
1097962..1100202,+,746,15790476,1097962,1100202
1100204..1101028,-,274,15790477,1100204,1101028
1101172..1101351,+,59,15790478,1101172,1101351
1101355..1101738,-,127,15790479,1101355,1101738
1102027..1102542,+,171,15790480,1102027,1102542
1102552..1103676,-,374,15790481,1102552,1103676
1103741..1104244,-,167,15790482,1103741,1104244
1104331..1105599,+,422,15790483,1104331,1105599
1105679..1105840,+,53,15790484,1105679,1105840
1105936..1106394,+,152,15790485,1105936,1106394
1106448..1107095,+,215,15790486,1106448,1107095
1107155..1107559,+,134,15790487,1107155,1107559
1107931..1108500,+,189,15790488,1107931,1108500
1108559..1110031,-,490,15790489,1108559,1110031
1110237..1110413,-,58,15790490,1110237,1110413
1110410..1110619,-,69,15790491,1110410,1110619
1110649..1111710,-,353,15790492,1110649,1111710
1112065..1113018,+,317,15790493,1112065,1113018
1113019..1113681,-,220,15790494,1113019,1113681
1113845..1116310,+,821,15790495,1113845,1116310
1116360..1117103,+,247,15790496,1116360,1117103
1117100..1118569,-,489,15790497,1117100,1118569
1118630..1119703,-,357,15790498,1118630,1119703
1119763..1121874,-,703,15790499,1119763,1121874
1121952..1123601,-,549,15790500,1121952,1123601
1123649..1125703,-,684,15790501,1123649,1125703
1125749..1125985,-,78,15790502,1125749,1125985
1126036..1126644,-,202,15790503,1126036,1126644
1126648..1127235,-,195,15790504,1126648,1127235
1127342..1127782,+,146,15790505,1127342,1127782
1127799..1128008,-,69,15790506,1127799,1128008
1128085..1129023,-,312,15790507,1128085,1129023
1129509..1131440,+,643,15790508,1129509,1131440
1131444..1132820,-,458,15790509,1131444,1132820
1132953..1134599,-,548,15790510,1132953,1134599
1134520..1135863,+,447,15790511,1134520,1135863
1136003..1137436,+,477,15790512,1136003,1137436
1137505..1139055,+,516,15790513,1137505,1139055
1139055..1139312,+,85,15790514,1139055,1139312
1139423..1141255,+,610,15790515,1139423,1141255
1141390..1143534,+,714,15790516,1141390,1143534
1143583..1143726,-,47,15790517,1143583,1143726
1143881..1144840,+,319,16554497,1143881,1144840
1144847..1145290,-,147,15790518,1144847,1145290
1145342..1146571,-,409,15790519,1145342,1146571
1146674..1147519,+,281,15790520,1146674,1147519
1147554..1148264,-,236,15790521,1147554,1148264
1148259..1149530,+,423,15790522,1148259,1149530
1149527..1150396,+,289,15790523,1149527,1150396
1150451..1151497,+,348,15790524,1150451,1151497
1151507..1153885,-,792,15790525,1151507,1153885
1154318..1154809,-,163,15790526,1154318,1154809
1154857..1155096,-,79,15790527,1154857,1155096
1155952..1156764,-,270,15790528,1155952,1156764
1156903..1157466,+,187,15790529,1156903,1157466
1157463..1158167,+,234,15790530,1157463,1158167
1158160..1159026,+,288,15790531,1158160,1159026
1159023..1160000,+,325,15790532,1159023,1160000
1159997..1160827,+,276,15790533,1159997,1160827
1160827..1161834,+,335,15790534,1160827,1161834
1161834..1162082,+,82,15790535,1161834,1162082
1162079..1162777,+,232,15790536,1162079,1162777
1162804..1163997,+,397,16554498,1162804,1163997
1163994..1164365,+,123,15790538,1163994,1164365
1164343..1165566,+,407,15790539,1164343,1165566
1165595..1167667,-,690,15790540,1165595,1167667
1167897..1171601,+,1234,15790541,1167897,1171601
1171591..1172304,+,237,15790542,1171591,1172304
1172301..1173053,+,250,15790543,1172301,1173053
1173050..1173820,-,256,15790544,1173050,1173820
1174064..1174966,+,300,15790545,1174064,1174966
1174953..1176278,+,441,15790546,1174953,1176278
1176275..1176952,+,225,15790547,1176275,1176952
1176954..1178492,+,512,15790548,1176954,1178492
1178690..1179148,+,152,15790549,1178690,1179148
1179145..1180071,+,308,15790550,1179145,1180071
1180212..1180811,+,199,15790551,1180212,1180811
1180811..1181380,+,189,15790552,1180811,1181380
1181398..1182408,+,336,15790553,1181398,1182408
1182401..1183096,+,231,15790554,1182401,1183096
1183163..1184704,-,513,16554499,1183163,1184704
1184767..1185759,+,330,15790556,1184767,1185759
1188524..1188937,+,137,15790557,1188524,1188937
1189410..1189679,-,89,15790558,1189410,1189679
1189961..1190134,+,57,15790559,1189961,1190134
1190152..1190961,-,269,15790560,1190152,1190961
1190958..1191887,-,309,15790561,1190958,1191887
1191948..1192379,+,143,16554500,1191948,1192379
1192390..1193811,-,473,15790563,1192390,1193811
1193811..1195136,-,441,15790564,1193811,1195136
1195419..1195793,-,124,15790565,1195419,1195793
1195790..1196881,-,363,228915427,1195790,1196881
1197028..1197618,-,196,15790567,1197028,1197618
1197636..1198199,+,187,15790568,1197636,1198199
1198223..1198930,-,235,15790569,1198223,1198930
1199058..1199903,+,281,15790570,1199058,1199903
1199977..1200564,+,195,15790571,1199977,1200564
1201805..1202614,+,269,15790572,1201805,1202614
1202684..1204021,+,445,15790573,1202684,1204021
1204023..1204607,-,194,15790574,1204023,1204607
1204670..1205479,-,269,15790575,1204670,1205479
1205478..1205966,+,162,15790576,1205478,1205966
1205963..1206535,-,190,15790577,1205963,1206535
1206584..1207039,-,151,15790578,1206584,1207039
1207038..1208543,+,501,15790579,1207038,1208543
1208540..1209373,-,277,15790580,1208540,1209373
1209504..1211756,+,750,15790581,1209504,1211756
1211764..1212387,-,207,15790582,1211764,1212387
1212650..1213414,+,254,15790583,1212650,1213414
1213427..1214401,-,324,15790584,1213427,1214401
1214457..1214690,-,77,15790585,1214457,1214690
1214890..1215618,-,242,15790586,1214890,1215618
1215673..1216401,-,242,15790587,1215673,1216401
1216405..1216695,-,96,15790588,1216405,1216695
1216692..1217354,-,220,15790589,1216692,1217354
1217584..1218441,+,285,15790590,1217584,1218441
1218759..1219889,+,376,15790591,1218759,1219889
1219873..1220253,-,126,15790592,1219873,1220253
1220349..1220975,+,208,15790593,1220349,1220975
1220972..1221094,-,40,15790594,1220972,1221094
1221158..1224313,-,1051,15790595,1221158,1224313
1224647..1224832,+,61,15790596,1224647,1224832
1224838..1225434,-,198,15790597,1224838,1225434
1225431..1227014,-,527,15790598,1225431,1227014
1227011..1227667,-,218,15790599,1227011,1227667
1227664..1228674,-,336,15790600,1227664,1228674
1229492..1230340,-,282,15790601,1229492,1230340
1230496..1230699,-,67,15790602,1230496,1230699
1231161..1232435,+,424,15790603,1231161,1232435
1232639..1233823,-,394,15790604,1232639,1233823
1234475..1234831,-,118,15790605,1234475,1234831
1234828..1235829,-,333,15790606,1234828,1235829
1235959..1236402,+,147,15790607,1235959,1236402
1236404..1236835,-,143,15790608,1236404,1236835
1237084..1238694,+,536,15790609,1237084,1238694
1238694..1239413,+,239,15790610,1238694,1239413
1239515..1240657,+,380,15790611,1239515,1240657
1240710..1240901,+,63,15790612,1240710,1240901
1240909..1241619,-,236,15790613,1240909,1241619
1241720..1242487,-,255,15790614,1241720,1242487
1242669..1244897,+,742,15790615,1242669,1244897
1244981..1245355,-,124,15790616,1244981,1245355
1245442..1245897,+,151,15790617,1245442,1245897
1245887..1246270,+,127,15790618,1245887,1246270
1246366..1247169,+,267,15790619,1246366,1247169
1247170..1247331,-,53,15790620,1247170,1247331
1247384..1247893,+,169,15790621,1247384,1247893
1247923..1248534,+,203,16554501,1247923,1248534
1248609..1250231,+,540,15790622,1248609,1250231
1250266..1250634,+,122,15790623,1250266,1250634
1250640..1251131,-,163,15790624,1250640,1251131
1251280..1252248,+,322,15790625,1251280,1252248
1252256..1253095,-,279,15790626,1252256,1253095
1253088..1253915,-,275,15790627,1253088,1253915
1253922..1255460,-,512,15790628,1253922,1255460
1255507..1256442,-,311,15790629,1255507,1256442
1256502..1257755,-,417,15790630,1256502,1257755
1258177..1259028,+,283,15790631,1258177,1259028
1259033..1260040,+,335,15790632,1259033,1260040
1260044..1260796,+,250,15790633,1260044,1260796
1260793..1261047,+,84,15790634,1260793,1261047
1261050..1261772,+,240,15790635,1261050,1261772
1261776..1262198,+,140,15790636,1261776,1262198
1262202..1262672,+,156,15790637,1262202,1262672
1262672..1263580,+,302,15790638,1262672,1263580
1263580..1263795,+,71,15790639,1263580,1263795
1263804..1264175,+,123,15790640,1263804,1264175
1264166..1264495,+,109,15790641,1264166,1264495
1264495..1264893,+,132,15790642,1264495,1264893
1264898..1265254,+,118,15790643,1264898,1265254
1265251..1265952,+,233,15790644,1265251,1265952
1265949..1266476,+,175,15790645,1265949,1266476
1266473..1266631,+,52,15790646,1266473,1266631
1266634..1267026,+,130,161349980,1266634,1267026
1267030..1267566,+,178,15790648,1267030,1267566
1267570..1268289,+,239,15790649,1267570,1268289
1268282..1268731,+,149,15790650,1268282,1268731
1268731..1269282,+,183,15790651,1268731,1269282
1269286..1269924,+,212,15790652,1269286,1269924
1269924..1270388,+,154,15790653,1269924,1270388
1270394..1270855,+,153,15790654,1270394,1270855
1270859..1272334,+,491,15790655,1270859,1272334
1272410..1273573,+,387,15790656,1272410,1273573
1273771..1275447,-,558,15790657,1273771,1275447
1275550..1275960,-,136,15790658,1275550,1275960
1276049..1276699,+,216,15790659,1276049,1276699
1276763..1277635,+,290,15790660,1276763,1277635
1277691..1278269,+,192,15790661,1277691,1278269
1278244..1279176,+,310,161349979,1278244,1279176
1279783..1281537,-,584,15790663,1279783,1281537
1281743..1283353,-,536,15790664,1281743,1283353
1283350..1283685,-,111,15790665,1283350,1283685
1283837..1284622,+,261,15790666,1283837,1284622
1284679..1285650,+,323,15790667,1284679,1285650
