Location,Strand,Length,PID,start,end
1135699..1136136,-,145,16078125,1135699,1136136
1136320..1139820,+,1166,255767242,1136320,1139820
1139807..1143505,+,1232,255767243,1139807,1143505
1143577..1144752,+,391,255767244,1143577,1144752
1144749..1148141,+,1130,255767245,1144749,1148141
1148155..1148457,+,100,16078130,1148155,1148457
1148494..1148721,-,75,16078131,1148494,1148721
1148744..1149145,-,133,16078132,1148744,1149145
1149145..1149321,-,58,16078133,1149145,1149321
1149318..1149935,-,205,16078134,1149318,1149935
1149958..1150200,-,80,16078135,1149958,1150200
1150206..1150427,-,73,16078136,1150206,1150427
1150850..1151020,-,56,16078137,1150850,1151020
1151166..1152089,-,307,16078138,1151166,1152089
1152244..1153149,+,301,16078139,1152244,1153149
1153265..1153621,+,118,16078140,1153265,1153621
1153789..1156473,+,894,16078141,1153789,1156473
1156504..1157091,-,195,16078142,1156504,1157091
1157237..1159081,+,614,50812210,1157237,1159081
1159211..1159690,-,159,50812211,1159211,1159690
1159922..1160746,+,274,16078144,1159922,1160746
1160776..1162143,-,455,16078145,1160776,1162143
1162267..1163130,+,287,16078146,1162267,1163130
1163148..1164161,+,337,16078147,1163148,1164161
1164370..1165398,+,342,16078148,1164370,1165398
1165449..1165958,-,169,50812212,1165449,1165958
1166008..1166670,-,220,16078150,1166008,1166670
1166737..1168191,+,484,50812213,1166737,1168191
1168199..1168837,-,212,16078153,1168199,1168837
1169043..1169849,+,268,16078154,1169043,1169849
1169877..1170476,-,199,16078155,1169877,1170476
1170473..1171642,-,389,50812214,1170473,1171642
1171755..1172465,-,236,50812215,1171755,1172465
1172650..1173336,+,228,16078158,1172650,1173336
1173333..1174091,+,252,16078159,1173333,1174091
1174136..1174765,-,209,16078160,1174136,1174765
1174861..1175976,-,371,16078161,1174861,1175976
1175985..1177253,-,422,16078162,1175985,1177253
1177365..1178213,-,282,16078163,1177365,1178213
1178218..1178682,-,154,16078164,1178218,1178682
1178757..1180595,-,612,16078165,1178757,1180595
1180909..1181400,-,163,16078166,1180909,1181400
1181499..1182395,+,298,16078167,1181499,1182395
1182448..1183032,-,194,16078168,1182448,1183032
1183029..1183958,-,309,255767246,1183029,1183958
1183943..1184479,-,178,16078171,1183943,1184479
1184657..1185004,+,115,255767247,1184657,1185004
1185001..1185588,+,195,255767248,1185001,1185588
1185608..1185901,+,97,16078173,1185608,1185901
1186037..1187653,+,538,16078174,1186037,1187653
1187700..1188551,-,283,16078175,1187700,1188551
1188689..1189531,+,280,16078176,1188689,1189531
1189646..1190005,+,119,16078177,1189646,1190005
1190036..1190233,-,65,255767249,1190036,1190233
1190490..1191302,-,270,16078178,1190490,1191302
1191423..1192190,+,255,16078179,1191423,1192190
1192254..1192562,+,102,16078180,1192254,1192562
1192858..1194288,+,476,255767250,1192858,1194288
1194333..1194827,+,164,16078183,1194333,1194827
1195034..1196071,+,345,255767251,1195034,1196071
1196091..1197311,+,406,255767252,1196091,1197311
1197326..1198102,+,258,16078186,1197326,1198102
1198099..1199256,+,385,255767253,1198099,1199256
1199327..1200388,+,353,255767254,1199327,1200388
1200381..1203473,+,1030,255767255,1200381,1203473
1203461..1204420,+,319,16078190,1203461,1204420
1204506..1204685,+,59,16078191,1204506,1204685
1204731..1204916,-,61,16078192,1204731,1204916
1205165..1205899,+,244,16078193,1205165,1205899
1205981..1206538,+,185,255767256,1205981,1206538
1206629..1207582,+,317,50812218,1206629,1207582
1207597..1207788,+,63,16078196,1207597,1207788
1207818..1208057,-,79,16078197,1207818,1208057
1208222..1209160,+,312,16078198,1208222,1209160
1209183..1210424,+,413,16078199,1209183,1210424
1210500..1211285,+,261,16078200,1210500,1211285
1211477..1212463,+,328,16078201,1211477,1212463
1212460..1213449,+,329,255767257,1212460,1213449
1215243..1216193,+,316,255767258,1215243,1216193
1216210..1217121,+,303,16078205,1216210,1217121
1217326..1218078,+,250,16078206,1217326,1218078
1218113..1219105,-,330,16078207,1218113,1219105
1219849..1221486,+,545,16078208,1219849,1221486
1221594..1222529,+,311,16078209,1221594,1222529
1222533..1223450,+,305,16078210,1222533,1223450
1223455..1224531,+,358,16078211,1223455,1224531
1224533..1225450,+,305,16078212,1224533,1225450
1225557..1226774,+,405,50812219,1225557,1226774
1226938..1227516,+,192,255767259,1226938,1227516
1227697..1228092,+,131,16078215,1227697,1228092
1228135..1228791,-,218,16078216,1228135,1228791
1229068..1229724,+,218,16078217,1229068,1229724
1229915..1231036,+,373,16078218,1229915,1231036
1231083..1233095,+,670,255767260,1231083,1233095
1233133..1233300,-,55,255767261,1233133,1233300
1233614..1234513,-,299,255767262,1233614,1234513
1234510..1234908,-,132,16078221,1234510,1234908
1235163..1235708,-,181,16078222,1235163,1235708
1235912..1236484,-,190,16078223,1235912,1236484
1236609..1236977,+,122,16078224,1236609,1236977
1237006..1237641,+,211,16078225,1237006,1237641
1237660..1238460,+,266,16078226,1237660,1238460
1238523..1239374,+,283,16078227,1238523,1239374
1239387..1240121,-,244,16078228,1239387,1240121
1240356..1242200,+,614,16078229,1240356,1242200
1242449..1243159,+,236,16078230,1242449,1243159
1243134..1243751,+,205,16078231,1243134,1243751
1243735..1244844,+,369,16078232,1243735,1244844
1244844..1245044,+,66,16078233,1244844,1245044
1245041..1245811,+,256,16078234,1245041,1245811
1245808..1246818,+,336,16078235,1245808,1246818
1246837..1247652,+,271,16078236,1246837,1247652
1247788..1248564,+,258,50812220,1247788,1248564
1248665..1249348,+,227,16078238,1248665,1249348
1249442..1249888,-,148,16078239,1249442,1249888
1250016..1250504,-,162,16078240,1250016,1250504
1250656..1251174,-,172,16078241,1250656,1251174
1251273..1251590,-,105,16078242,1251273,1251590
1251631..1252017,-,128,16078243,1251631,1252017
1252177..1252533,+,118,16078244,1252177,1252533
1252815..1253021,+,68,255767263,1252815,1253021
1253103..1253252,+,49,255767264,1253103,1253252
1253385..1253639,+,84,255767265,1253385,1253639
1253713..1255866,-,717,255767266,1253713,1255866
1256109..1256363,+,84,255767267,1256109,1256363
1256436..1256858,-,140,16078249,1256436,1256858
1256862..1257377,-,171,16078250,1256862,1257377
1257414..1258136,-,240,16078251,1257414,1258136
1258492..1259613,+,373,16078252,1258492,1259613
1259606..1260778,+,390,16078253,1259606,1260778
1260811..1261356,-,181,16078254,1260811,1261356
1261426..1262616,-,396,16078255,1261426,1262616
1263702..1264931,-,409,16078256,1263702,1264931
1265057..1265377,+,106,16078257,1265057,1265377
1265530..1265661,+,43,255767268,1265530,1265661
1265677..1265850,+,57,255767269,1265677,1265850
1265887..1266348,+,153,16078258,1265887,1266348
1266614..1267117,+,167,16078259,1266614,1267117
1267129..1267413,+,94,16078260,1267129,1267413
1267574..1268101,+,175,16078261,1267574,1268101
1268275..1268592,+,105,16078262,1268275,1268592
1268829..1269584,+,251,16078263,1268829,1269584
1269733..1270080,-,115,16078264,1269733,1270080
1270631..1272577,+,648,255767270,1270631,1272577
1272725..1274677,+,650,255767271,1272725,1274677
1274692..1275639,+,315,16078267,1274692,1275639
1275809..1276291,+,160,16078268,1275809,1276291
1276337..1276843,-,168,16078269,1276337,1276843
1277062..1277457,-,131,255767272,1277062,1277457
1277686..1278165,+,159,16078271,1277686,1278165
1278205..1278399,-,64,255767273,1278205,1278399
1278565..1278894,-,109,16078272,1278565,1278894
1279514..1280503,-,329,255767274,1279514,1280503
1280626..1280949,-,107,16078274,1280626,1280949
1281128..1282531,+,467,16078275,1281128,1282531
1282571..1283044,-,157,16078276,1282571,1283044
1283169..1283336,-,55,16078277,1283169,1283336
1283463..1284362,+,299,255767275,1283463,1284362
1284371..1284769,-,132,16078279,1284371,1284769
1284870..1285445,-,191,16078280,1284870,1285445
1285591..1288548,+,985,16078281,1285591,1288548
1288541..1289101,+,186,16078282,1288541,1289101
1289298..1289939,+,213,16078283,1289298,1289939
1290018..1290644,+,208,255767276,1290018,1290644
1290675..1290953,-,92,16078285,1290675,1290953
1291344..1292534,+,396,16078286,1291344,1292534
1292557..1293735,+,392,16078287,1292557,1293735
1293776..1293964,-,62,255767277,1293776,1293964
1294138..1294950,+,270,16078288,1294138,1294950
1294996..1295748,-,250,16078289,1294996,1295748
1295748..1296500,-,250,16078290,1295748,1296500
1296620..1297594,-,324,16078291,1296620,1297594
1297726..1298223,+,165,16078292,1297726,1298223
1298612..1299034,+,140,16078293,1298612,1299034
1299074..1300252,+,392,16078294,1299074,1300252
1300450..1301871,+,473,16078295,1300450,1301871
1301939..1303318,+,459,16078296,1301939,1303318
1303423..1304436,+,337,16078297,1303423,1304436
1304442..1305461,+,339,16078298,1304442,1305461
1305486..1306565,+,359,16078299,1305486,1306565
1306562..1307398,+,278,16078300,1306562,1307398
1307446..1308714,+,422,16078301,1307446,1308714
1308802..1309803,+,333,16078302,1308802,1309803
1309880..1311322,+,480,16078303,1309880,1311322
1311319..1312812,+,497,255767278,1311319,1312812
1312851..1313615,-,254,16078305,1312851,1313615
1313840..1314304,-,154,16078306,1313840,1314304
1314453..1315724,+,423,16078307,1314453,1315724
1315869..1317005,+,378,16078308,1315869,1317005
1316995..1317129,+,44,16078309,1316995,1317129
1317157..1317414,-,85,255767279,1317157,1317414
1317535..1318488,+,317,16078311,1317535,1318488
1318528..1318905,-,125,16078312,1318528,1318905
1319011..1319613,+,200,16078313,1319011,1319613
1319690..1320526,+,278,255767280,1319690,1320526
1320570..1321166,-,198,255767281,1320570,1321166
1321329..1321670,-,113,16078316,1321329,1321670
1321848..1322027,+,59,255767282,1321848,1322027
1322014..1322850,+,278,255767283,1322014,1322850
1322750..1323550,+,266,255767284,1322750,1323550
1323550..1323717,+,55,255767285,1323550,1323717
1323802..1324152,+,116,16078319,1323802,1324152
1324149..1324355,+,68,16078320,1324149,1324355
1324471..1324980,+,169,16078321,1324471,1324980
1325096..1325893,+,265,16078322,1325096,1325893
1325890..1327191,+,433,16078323,1325890,1327191
1327195..1328682,+,495,255767286,1327195,1328682
1328702..1329529,+,275,255767287,1328702,1329529
1329555..1330490,+,311,16078326,1329555,1330490
1330512..1330895,+,127,255767288,1330512,1330895
1330892..1331248,+,118,16078327,1330892,1331248
1331245..1331730,+,161,16078328,1331245,1331730
1331743..1332183,+,146,16078329,1331743,1332183
1332187..1332405,+,72,255767289,1332187,1332405
1332402..1333802,+,466,255767290,1332402,1333802
1333804..1334247,+,147,16078331,1333804,1334247
1334339..1334785,+,148,255767291,1334339,1334785
1334815..1334964,+,49,255767292,1334815,1334964
1334966..1338964,+,1332,255767293,1334966,1338964
1338957..1339616,+,219,255767294,1338957,1339616
1339632..1340609,+,325,16078335,1339632,1340609
1340609..1340875,+,88,16078336,1340609,1340875
1340932..1341357,+,141,16078337,1340932,1341357
1341350..1342396,+,348,16078338,1341350,1342396
1342380..1342958,+,192,16078339,1342380,1342958
1342955..1343227,+,90,255767295,1342955,1343227
1343230..1345293,+,687,16078340,1343230,1345293
1345305..1345634,+,109,16078341,1345305,1345634
1345631..1345795,+,54,16078342,1345631,1345795
1345839..1346678,+,279,255767296,1345839,1346678
1346731..1347000,+,89,16078344,1346731,1347000
1347013..1347276,+,87,16078345,1347013,1347276
1347289..1348182,+,297,16078346,1347289,1348182
1348442..1348612,-,56,16078347,1348442,1348612
1348612..1349358,-,248,16078348,1348612,1349358
1349468..1350469,-,333,255767297,1349468,1350469
1350482..1351099,-,205,16078350,1350482,1351099
1351375..1352691,-,438,16078351,1351375,1352691
1353080..1354030,+,316,16078352,1353080,1354030
1354285..1356435,+,716,255767298,1354285,1356435
1356447..1357418,+,323,255767299,1356447,1357418
1357936..1359285,-,449,255767300,1357936,1359285
1359454..1360272,+,272,16078356,1359454,1360272
1360401..1361225,+,274,255767301,1360401,1361225
1361242..1362168,+,308,16078358,1361242,1362168
1362174..1363136,+,320,16078359,1362174,1363136
1363141..1364148,+,335,16078360,1363141,1364148
1364151..1365800,+,549,255767302,1364151,1365800
1365888..1366847,+,319,255767303,1365888,1366847
1366844..1367944,+,366,16078363,1366844,1367944
1367941..1368831,+,296,255767304,1367941,1368831
1368844..1369833,+,329,255767305,1368844,1369833
1369876..1370925,-,349,16078366,1369876,1370925
1371015..1371875,-,286,255767306,1371015,1371875
1372035..1372553,+,172,50812222,1372035,1372553
1372792..1373991,+,399,16078369,1372792,1373991
1374068..1374292,-,74,16078370,1374068,1374292
1374437..1375168,+,243,16078371,1374437,1375168
1375260..1375787,+,175,16078372,1375260,1375787
1375777..1376295,+,172,16078373,1375777,1376295
1376517..1376855,+,112,16078374,1376517,1376855
1376855..1377172,+,105,16078375,1376855,1377172
1377243..1378145,+,300,255767307,1377243,1378145
1378496..1379593,+,365,255767308,1378496,1379593
1379605..1380852,+,415,255767309,1379605,1380852
1380978..1381403,+,141,16078379,1380978,1381403
1381434..1381877,-,147,16078380,1381434,1381877
1382020..1382430,+,136,16078381,1382020,1382430
1382457..1382627,+,56,255767310,1382457,1382627
1382677..1383147,-,156,16078382,1382677,1383147
1383320..1385608,-,762,255767311,1383320,1385608
1386024..1386983,-,319,16078384,1386024,1386983
1387206..1388039,+,277,16078385,1387206,1388039
1388070..1388834,-,254,16078386,1388070,1388834
1388809..1390452,-,547,255767312,1388809,1390452
1390439..1391038,-,199,255767313,1390439,1391038
1391040..1391642,-,200,16078389,1391040,1391642
1391953..1392639,+,228,16078390,1391953,1392639
1392643..1394007,+,454,16078391,1392643,1394007
1394004..1394684,+,226,16078392,1394004,1394684
1394776..1395288,+,170,16078393,1394776,1395288
1395371..1395508,+,45,16078394,1395371,1395508
1396013..1397368,+,451,16078395,1396013,1397368
1397411..1397743,-,110,16078396,1397411,1397743
1397938..1398093,+,51,16078397,1397938,1398093
1398181..1398363,+,60,16078398,1398181,1398363
1398496..1398960,+,154,16078399,1398496,1398960
1398975..1400096,-,373,255767314,1398975,1400096
1400188..1400739,+,183,255767315,1400188,1400739
1400767..1401579,-,270,16078402,1400767,1401579
1401772..1403466,+,564,16078403,1401772,1403466
1403479..1404492,+,337,16078404,1403479,1404492
1404518..1406353,-,611,16078405,1404518,1406353
1406357..1407292,-,311,16078406,1406357,1407292
1407329..1409578,-,749,50812223,1407329,1409578
1409912..1410577,+,221,16078407,1409912,1410577
1410654..1411628,+,324,16078408,1410654,1411628
1411892..1412647,+,251,16078409,1411892,1412647
1412644..1413789,+,381,16078410,1412644,1413789
1413800..1413994,-,64,16078411,1413800,1413994
1414125..1414826,-,233,16078412,1414125,1414826
1414997..1415893,+,298,16078413,1414997,1415893
1416067..1417416,+,449,16078414,1416067,1417416
1417561..1417716,+,51,255767316,1417561,1417716
1417719..1417895,+,58,16078415,1417719,1417895
1417938..1418960,-,340,16078416,1417938,1418960
1419213..1421429,+,738,16078417,1419213,1421429
1421426..1421923,+,165,16078418,1421426,1421923
1422172..1423233,-,353,16078419,1422172,1423233
1423241..1424440,-,399,16078420,1423241,1424440
1424767..1425546,-,259,16078421,1424767,1425546
1425641..1426837,+,398,16078422,1425641,1426837
1427034..1428278,+,414,16078423,1427034,1428278
1428275..1428982,+,235,16078424,1428275,1428982
1428940..1429569,+,209,16078425,1428940,1429569
1429584..1430120,+,178,16078426,1429584,1430120
1430161..1430481,-,106,16078427,1430161,1430481
1430684..1430941,+,85,16078428,1430684,1430941
1431027..1431458,+,143,16078429,1431027,1431458
1431486..1433006,-,506,16078430,1431486,1433006
1433199..1433636,+,145,16078431,1433199,1433636
1433676..1434461,-,261,16078432,1433676,1434461
1434433..1435245,-,270,16078433,1434433,1435245
1435628..1437727,-,699,16078434,1435628,1437727
1438092..1439135,+,347,16078435,1438092,1439135
1439448..1440107,+,219,16078436,1439448,1440107
1440100..1440549,+,149,16078437,1440100,1440549
1440542..1441273,+,243,16078438,1440542,1441273
1441291..1441788,+,165,16078439,1441291,1441788
1442347..1442703,-,118,16078440,1442347,1442703
1442872..1443618,+,248,16078441,1442872,1443618
1444099..1445298,+,399,16078442,1444099,1445298
1445314..1445541,+,75,255767317,1445314,1445541
1445638..1446336,+,232,16078443,1445638,1446336
1446317..1446568,+,83,255767318,1446317,1446568
1447251..1447541,+,96,16078444,1447251,1447541
1447662..1447847,-,61,255767319,1447662,1447847
1448013..1448207,+,64,255767320,1448013,1448207
1448506..1449132,+,208,16078446,1448506,1449132
1449250..1450587,+,445,16078447,1449250,1450587
1450638..1451135,+,165,16078448,1450638,1451135
1451371..1453284,+,637,16078449,1451371,1453284
1453691..1454782,+,363,16078450,1453691,1454782
1455064..1456029,+,321,16078451,1455064,1456029
1456092..1456958,+,288,255767321,1456092,1456958
1457187..1459286,+,699,16078453,1457187,1459286
1459384..1459650,+,88,16078454,1459384,1459650
1459650..1461362,+,570,50812224,1459650,1461362
1461453..1461692,+,79,16078456,1461453,1461692
1461770..1462798,+,342,16078457,1461770,1462798
1462813..1463493,-,226,255767322,1462813,1463493
1463628..1465595,+,655,255767323,1463628,1465595
1465733..1466599,+,288,16078460,1465733,1466599
1466638..1467411,-,257,255767324,1466638,1467411
1467805..1469862,+,685,16078462,1467805,1469862
1470026..1471846,+,606,16078463,1470026,1471846
1471857..1473038,-,393,255767325,1471857,1473038
1473240..1473401,-,53,255767326,1473240,1473401
1473605..1474516,+,303,16078465,1473605,1474516
1474560..1475024,-,154,16078466,1474560,1475024
1475150..1476442,-,430,255767327,1475150,1476442
1476518..1477012,-,164,16078468,1476518,1477012
1477069..1477929,-,286,255767328,1477069,1477929
1478072..1478836,+,254,16078470,1478072,1478836
1479137..1480867,+,576,255767329,1479137,1480867
1480933..1481451,+,172,255767330,1480933,1481451
1481547..1482095,+,182,16078472,1481547,1482095
1482248..1483471,+,407,16078473,1482248,1483471
1484117..1484356,+,79,16078474,1484117,1484356
1484466..1484984,+,172,16078475,1484466,1484984
1485118..1485315,+,65,16078476,1485118,1485315
1485453..1485896,+,147,16078477,1485453,1485896
1486045..1486926,+,293,16078478,1486045,1486926
1487038..1487514,+,158,16078479,1487038,1487514
1487504..1488397,+,297,16078480,1487504,1488397
1488413..1488868,+,151,255767331,1488413,1488868
1488973..1489683,+,236,255767332,1488973,1489683
1489753..1490877,+,374,16078483,1489753,1490877
1490939..1491184,+,81,16078484,1490939,1491184
1491221..1492024,-,267,255767333,1491221,1492024
1492261..1492803,+,180,16078486,1492261,1492803
1492875..1493321,+,148,255767334,1492875,1493321
1493787..1494362,+,191,16078488,1493787,1494362
1494403..1495368,-,321,16078489,1494403,1495368
1495505..1496104,+,199,16078490,1495505,1496104
1496155..1497174,+,339,16078491,1496155,1497174
1497192..1498484,+,430,16078492,1497192,1498484
1498445..1498966,+,173,16078493,1498445,1498966
1498966..1499439,+,157,16078494,1498966,1499439
1499432..1499665,+,77,16078495,1499432,1499665
1499889..1501646,+,585,16078496,1499889,1501646
1501658..1503472,+,604,16078497,1501658,1503472
1503582..1504277,+,231,16078498,1503582,1504277
1504282..1505415,+,377,16078499,1504282,1505415
1505416..1506108,+,230,16078500,1505416,1506108
1506105..1507298,+,397,16078501,1506105,1507298
1507578..1508333,+,251,16078502,1507578,1508333
1508330..1509241,+,303,16078503,1508330,1509241
1509256..1511163,+,635,16078504,1509256,1511163
1511308..1511889,+,193,16078505,1511308,1511889
1511923..1512192,-,89,16078506,1511923,1512192
1512373..1513995,+,540,16078507,1512373,1513995
1514052..1514963,+,303,16078508,1514052,1514963
1514997..1516229,-,410,16078509,1514997,1516229
1516339..1516473,-,44,16078510,1516339,1516473
1516574..1517581,-,335,16078511,1516574,1517581
1517865..1518143,+,92,16078512,1517865,1518143
1518333..1519619,+,428,16078513,1518333,1519619
1519635..1520468,+,277,16078514,1519635,1520468
1520531..1521196,+,221,16078515,1520531,1521196
1521351..1523084,+,577,255767335,1521351,1523084
1523118..1524785,-,555,16078517,1523118,1524785
1524791..1525000,-,69,16078518,1524791,1525000
1525386..1526159,+,257,16078519,1525386,1526159
1526195..1526749,-,184,16078520,1526195,1526749
1526859..1527017,-,52,255767336,1526859,1527017
1527231..1527902,+,223,255767337,1527231,1527902
1528326..1529441,+,371,16078522,1528326,1529441
1529445..1530422,+,325,16078523,1529445,1530422
1530537..1531865,+,442,16078524,1530537,1531865
1531870..1533282,+,470,16078525,1531870,1533282
1533327..1533701,-,124,16078526,1533327,1533701
1534120..1534239,+,39,255767338,1534120,1534239
1534279..1535751,-,490,16078527,1534279,1535751
1535936..1536202,+,88,16078528,1535936,1536202
1536235..1536873,-,212,16078529,1536235,1536873
1537113..1537301,+,62,16078530,1537113,1537301
1537441..1538238,+,265,16078531,1537441,1538238
1538264..1538692,+,142,16078532,1538264,1538692
1538770..1539684,-,304,16078533,1538770,1539684
1540036..1541601,-,521,16078534,1540036,1541601
1541886..1543826,+,646,16078535,1541886,1543826
1543816..1544085,+,89,16078536,1543816,1544085
1544085..1544606,+,173,16078537,1544085,1544606
1544603..1544896,+,97,16078538,1544603,1544896
1544936..1545547,-,203,16078539,1544936,1545547
1545820..1546008,-,62,16078540,1545820,1546008
1546121..1547959,+,612,16078541,1546121,1547959
1548016..1548333,+,105,16078542,1548016,1548333
1548389..1548598,-,69,16078543,1548389,1548598
1548681..1549310,-,209,16078544,1548681,1549310
1549465..1550793,+,442,16078545,1549465,1550793
1550797..1551282,-,161,16078546,1550797,1551282
1551385..1552314,+,309,16078547,1551385,1552314
1552412..1552693,+,93,16078548,1552412,1552693
1552899..1554110,+,403,16078549,1552899,1554110
1554185..1557631,+,1148,16078550,1554185,1557631
1558034..1558954,-,306,16078551,1558034,1558954
1559309..1560226,+,305,16078552,1559309,1560226
1560466..1561536,+,356,16078553,1560466,1561536
1561569..1563437,+,622,255767339,1561569,1563437
1563437..1564060,+,207,16078555,1563437,1564060
1564063..1564395,+,110,16078556,1564063,1564395
1564422..1565315,+,297,16078557,1564422,1565315
1565347..1565709,-,120,16078558,1565347,1565709
1565849..1566295,+,148,255767340,1565849,1566295
1566379..1567419,+,346,16078560,1566379,1567419
1567651..1568049,+,132,16078561,1567651,1568049
1568065..1568304,+,79,16078562,1568065,1568304
1568420..1568869,+,149,16078563,1568420,1568869
1568924..1569196,+,90,16078564,1568924,1569196
1569519..1570073,+,184,255767341,1569519,1570073
1570078..1570563,+,161,16078566,1570078,1570563
1570574..1571800,-,408,16078567,1570574,1571800
1571981..1572763,+,260,16078568,1571981,1572763
1572765..1573790,+,341,255767342,1572765,1573790
1573807..1575054,-,415,16078570,1573807,1575054
1575051..1575236,-,61,255767343,1575051,1575236
1575264..1575782,+,172,16078571,1575264,1575782
1575804..1575983,+,59,16078572,1575804,1575983
1576129..1576710,+,193,16078573,1576129,1576710
1576767..1577249,-,160,255767344,1576767,1577249
1577409..1578305,+,298,16078575,1577409,1578305
1578376..1579995,+,539,255767345,1578376,1579995
1580121..1580552,+,143,16078577,1580121,1580552
1580622..1581557,+,311,16078578,1580622,1581557
1581597..1581950,+,117,16078579,1581597,1581950
1581947..1584097,+,716,255767346,1581947,1584097
1584214..1586154,+,646,255767347,1584214,1586154
1586330..1587814,+,494,16078582,1586330,1587814
1587926..1588900,+,324,255767348,1587926,1588900
1588901..1590256,+,451,16078584,1588901,1590256
1590317..1591417,+,366,16078585,1590317,1591417
1591540..1592631,+,363,255767349,1591540,1592631
1592663..1593574,+,303,16078587,1592663,1593574
1593704..1594495,+,263,16078588,1593704,1594495
1594492..1595187,+,231,255767350,1594492,1595187
1595210..1595917,+,235,255767351,1595210,1595917
1595935..1596300,+,121,16078591,1595935,1596300
1596474..1597796,+,440,255767352,1596474,1597796
1597832..1598980,+,382,255767353,1597832,1598980
1599283..1603584,+,1433,16078594,1599283,1603584
1603779..1604708,+,309,16078595,1603779,1604708
1604771..1605490,+,239,255767354,1604771,1605490
1605630..1606412,+,260,16078597,1605630,1606412
1606560..1607354,+,264,255767355,1606560,1607354
1607556..1608836,+,426,255767356,1607556,1608836
1608919..1609164,+,81,16078600,1608919,1609164
1609327..1610163,+,278,16078601,1609327,1610163
1610170..1610862,+,230,16078602,1610170,1610862
1610865..1611314,+,149,255767357,1610865,1611314
1611321..1611593,+,90,16078604,1611321,1611593
1611654..1612427,+,257,16078605,1611654,1612427
1612521..1613015,+,164,16078606,1612521,1613015
1613357..1616122,+,921,255767358,1613357,1616122
1616267..1616641,+,124,255767359,1616267,1616641
1616744..1617208,+,154,16078609,1616744,1617208
1617210..1618121,+,303,255767360,1617210,1618121
1618304..1618849,+,181,16078611,1618304,1618849
1619023..1620330,+,435,255767361,1619023,1620330
1620476..1621390,+,304,255767362,1620476,1621390
1621374..1622660,+,428,255767363,1621374,1622660
1622657..1623751,+,364,16078615,1622657,1623751
1623736..1626951,+,1071,16078616,1623736,1626951
1626948..1627718,+,256,16078617,1626948,1627718
1627718..1628653,+,311,16078618,1627718,1628653
1628622..1629341,+,239,16078619,1628622,1629341
1629320..1629970,+,216,16078620,1629320,1629970
1630382..1631083,+,233,16078621,1630382,1631083
1631095..1632159,+,354,16078622,1631095,1632159
1632208..1633356,+,382,16078623,1632208,1633356
1633369..1633962,+,197,16078624,1633369,1633962
1634061..1634834,+,257,16078625,1634061,1634834
1634837..1635622,+,261,16078626,1634837,1635622
1635603..1636091,+,162,16078627,1635603,1636091
1636131..1637849,-,572,16078628,1636131,1637849
1637965..1640637,+,890,16078629,1637965,1640637
1640720..1641595,+,291,16078630,1640720,1641595
1641672..1641941,+,89,18677778,1641672,1641941
1641949..1642563,+,204,50812226,1641949,1642563
1642567..1642770,+,67,16078632,1642567,1642770
1642851..1644071,+,406,16078633,1642851,1644071
1644068..1646485,+,805,16078634,1644068,1646485
1646512..1646994,+,160,16078635,1646512,1646994
1646999..1647952,+,317,16078636,1646999,1647952
1647939..1649282,+,447,16078637,1647939,1649282
1649286..1650377,+,363,16078638,1649286,1650377
1650384..1651148,+,254,16078639,1650384,1651148
1651142..1653088,+,648,16078640,1651142,1653088
1653103..1653999,+,298,16078641,1653103,1653999
1654004..1654657,+,217,16078642,1654004,1654657
1654730..1655374,+,214,16078643,1654730,1655374
1655446..1655526,+,26,16078644,1655446,1655526
1655599..1655787,-,62,16078645,1655599,1655787
1656064..1656426,+,120,16078646,1656064,1656426
1656442..1658103,+,553,16078647,1656442,1658103
1658242..1658904,+,220,16078648,1658242,1658904
1658930..1659832,+,300,16078649,1658930,1659832
1659810..1661858,+,682,16078650,1659810,1661858
1661967..1662533,+,188,16078651,1661967,1662533
1662547..1663548,+,333,16078652,1662547,1663548
1663567..1664520,+,317,16078653,1663567,1664520
1664513..1665253,+,246,16078654,1664513,1665253
1665337..1665570,+,77,16078655,1665337,1665570
1665710..1666459,+,249,16078656,1665710,1666459
1666560..1670120,+,1186,255767364,1666560,1670120
1670140..1671129,+,329,16078658,1670140,1671129
1671166..1671651,-,161,16078659,1671166,1671651
1671828..1672160,+,110,16078660,1671828,1672160
1672174..1673514,+,446,16078661,1672174,1673514
1673620..1673892,+,90,16078662,1673620,1673892
1673892..1674137,+,81,16078663,1673892,1674137
1674259..1674645,+,128,16078664,1674259,1674645
1674650..1675174,+,174,16078665,1674650,1675174
1675171..1675902,+,243,16078666,1675171,1675902
1676033..1676389,+,118,16078667,1676033,1676389
1676532..1677380,+,282,16078668,1676532,1677380
1677451..1678218,+,255,16078669,1677451,1678218
1678250..1679980,+,576,16078670,1678250,1679980
1679977..1680258,+,93,16078671,1679977,1680258
1680431..1681588,+,385,16078672,1680431,1681588
1681617..1682519,+,300,16078673,1681617,1682519
1682580..1683473,+,297,16078674,1682580,1683473
1683661..1685736,+,691,16078675,1683661,1685736
1685812..1687119,+,435,16078676,1685812,1687119
1687187..1688101,+,304,16078677,1687187,1688101
1688114..1688659,+,181,16078678,1688114,1688659
1688676..1690079,+,467,16078679,1688676,1690079
1690119..1690898,+,259,16078680,1690119,1690898
1691278..1691667,+,129,16078681,1691278,1691667
1691667..1692119,+,150,16078682,1691667,1692119
1692130..1692450,+,106,16078683,1692130,1692450
