Location,Strand,Length,PID,start,end
1225823..1226191,+,122,16129140,1225823,1226191
1226294..1226695,-,133,16129141,1226294,1226695
1226937..1227230,+,97,308209620,1226937,1227230
1227302..1227961,+,219,16129143,1227302,1227961
1228038..1228499,+,153,145698245,1228038,1228499
1228706..1229617,-,303,162135899,1228706,1229617
1229990..1230409,+,139,16129146,1229990,1230409
1230409..1231677,+,422,16129147,1230409,1231677
1231723..1232253,-,176,49176085,1231723,1232253
1232399..1233940,-,513,16129149,1232399,1233940
1234161..1234880,+,239,16129150,1234161,1234880
1234932..1236464,-,510,16129151,1234932,1236464
1236794..1238092,+,432,16129152,1236794,1238092
1238102..1239172,+,356,16129153,1238102,1239172
1239558..1241294,-,578,90111230,1239558,1241294
1241389..1242303,-,304,16129155,1241389,1242303
1242403..1243014,+,203,90111231,1242403,1243014
1243016..1243750,-,244,16129157,1243016,1243750
1243951..1244205,+,84,16129158,1243951,1244205
1244383..1244823,+,146,16129159,1244383,1244823
1244902..1246599,-,565,16129160,1244902,1246599
1246919..1248337,-,472,226524708,1246919,1248337
1248348..1248980,-,210,16129162,1248348,1248980
1248991..1250061,-,356,162135900,1248991,1250061
1250289..1252208,+,639,90111234,1250289,1252208
1252308..1255175,-,955,16129165,1252308,1255175
1255944..1257035,-,363,16129166,1255944,1257035
1257152..1257736,-,194,16129167,1257152,1257736
1258014..1258292,+,92,16129168,1258014,1258292
1258347..1260026,-,559,90111235,1258347,1260026
1260151..1261098,-,315,16129170,1260151,1261098
1261249..1262100,-,283,16129171,1261249,1262100
1262100..1262723,-,207,16129172,1262100,1262723
1262937..1264193,+,418,16129173,1262937,1264193
1264235..1265317,+,360,16129174,1264235,1265317
1265317..1266150,+,277,16129175,1265317,1266150
1266147..1266539,+,130,16129176,1266147,1266539
1266543..1267352,+,269,16129177,1266543,1267352
1267388..1268242,+,284,16129178,1267388,1268242
1268391..1268498,-,35,49176087,1268391,1268498
1268926..1269033,-,35,49176088,1268926,1269033
1269461..1269568,-,35,49176089,1269461,1269568
1269972..1271072,-,366,16129179,1269972,1271072
1271342..1271572,+,76,16129180,1271342,1271572
1271730..1272425,+,231,145698247,1271730,1272425
1272469..1272822,-,117,16129182,1272469,1272822
1273007..1274401,+,464,145698248,1273007,1274401
1274402..1275052,-,216,16129184,1274402,1275052
1275045..1276841,-,598,16129185,1275045,1276841
1277180..1278571,+,463,16129186,1277180,1278571
1279087..1282830,+,1247,16129187,1279087,1282830
1282827..1284365,+,512,16129188,1282827,1284365
1284362..1285072,+,236,16129189,1284362,1285072
1285072..1285749,+,225,16129190,1285072,1285749
1286310..1286399,-,29,145698249,1286310,1286399
1287005..1287847,-,280,16129193,1287005,1287847
1287897..1288355,-,152,16129194,1287897,1288355
1288468..1289373,+,301,226524709,1288468,1289373
1289465..1290478,+,337,16129196,1289465,1290478
1290680..1291588,+,302,16129197,1290680,1291588
1291732..1292145,-,137,16129198,1291732,1292145
1292750..1293367,+,205,16129199,1292750,1293367
1294669..1297344,-,891,16129202,1294669,1297344
1297821..1298468,+,215,16129203,1297821,1298468
1299206..1300837,+,543,16129204,1299206,1300837
1300923..1301843,+,306,16129205,1300923,1301843
1301858..1302766,+,302,16129206,1301858,1302766
1302778..1303791,+,337,49176090,1302778,1303791
1303788..1304792,+,334,16129208,1303788,1304792
1304845..1305174,-,109,90111236,1304845,1305174
1305209..1306669,-,486,16129210,1305209,1306669
1306812..1306985,+,57,145698250,1306812,1306985
1307040..1308293,-,417,16129211,1307040,1308293
1308593..1308889,-,98,90111237,1308593,1308889
1309113..1309832,+,239,16129213,1309113,1309832
1309872..1310270,-,132,16129214,1309872,1310270
1310375..1310914,-,179,16129215,1310375,1310914
1310944..1311687,-,247,16129216,1310944,1311687
1312044..1312682,+,212,16129217,1312044,1312682
1312742..1313248,-,168,16129218,1312742,1313248
1313294..1313794,-,166,16129219,1313294,1313794
1313880..1314059,-,59,90111238,1313880,1314059
1314440..1315246,-,268,16129221,1314440,1315246
1315246..1316439,-,397,16129222,1315246,1316439
1316451..1317809,-,452,90111239,1316451,1317809
1317813..1319408,-,531,16129224,1317813,1319408
1319408..1320970,-,520,16129225,1319408,1320970
1321062..1321106,-,14,16129226,1321062,1321106
1321244..1322125,+,293,16129227,1321244,1322125
1322122..1322742,+,206,162135901,1322122,1322742
1322770..1324665,+,631,16129229,1322770,1324665
1324876..1325751,+,291,16129230,1324876,1325751
1325791..1326381,-,196,16129231,1325791,1326381
1326378..1327136,-,252,16129232,1326378,1327136
1327356..1328405,+,349,16129233,1327356,1328405
1328441..1328692,-,83,16129234,1328441,1328692
1329072..1331669,+,865,16129235,1329072,1331669
1331879..1332853,+,324,16129236,1331879,1332853
1333184..1333312,+,42,94541107,1333184,1333312
1333315..1333482,+,55,145698251,1333315,1333482
1333855..1336530,+,891,16129237,1333855,1336530
1336594..1337184,-,196,16129238,1336594,1337184
1337354..1338118,+,254,16129239,1337354,1338118
1338267..1338575,+,102,16129240,1338267,1338575
1338582..1339751,+,389,16129241,1338582,1339751
1339945..1340682,+,245,16129242,1339945,1340682
1340682..1341008,+,108,90111241,1340682,1341008
1341134..1341352,-,72,16129244,1341134,1341352
1341621..1342370,-,249,16129245,1341621,1342370
1342460..1342633,-,57,145698252,1342460,1342633
1342781..1344766,-,661,16129246,1342781,1344766
1344820..1344924,+,34,226524710,1344820,1344924
1345002..1346936,-,644,16129247,1345002,1346936
1347004..1348131,-,375,90111242,1347004,1348131
1348275..1349063,-,262,16129249,1348275,1349063
1349431..1349784,-,117,16129250,1349431,1349784
1349852..1350658,-,268,16129251,1349852,1350658
1350660..1351652,-,330,16129252,1350660,1351652
1351652..1352542,-,296,16129253,1351652,1352542
1352529..1353494,-,321,16129254,1352529,1353494
1353491..1355134,-,547,16129255,1353491,1355134
1355447..1355692,-,81,16129256,1355447,1355692
1355826..1357211,-,461,90111243,1355826,1357211
1357514..1358932,-,472,90111244,1357514,1358932
1359144..1359908,+,254,90111245,1359144,1359908
1359935..1360492,+,185,16129260,1359935,1360492
1360767..1362254,+,495,16129261,1360767,1362254
1362256..1363536,+,426,16129262,1362256,1363536
1363574..1364839,+,421,16129263,1363574,1364839
1364959..1365936,-,325,90111246,1364959,1365936
1366103..1366771,+,222,16129265,1366103,1366771
1366825..1367049,+,74,16129266,1366825,1367049
1367049..1367408,+,119,16129267,1367049,1367408
1367417..1367638,+,73,16129268,1367417,1367638
1367713..1368027,+,104,16129269,1367713,1368027
1368240..1369919,+,559,90111247,1368240,1369919
1369933..1371225,+,430,16129271,1369933,1371225
1371246..1372127,+,293,16129272,1371246,1372127
1372114..1372956,+,280,16129273,1372114,1372956
1372987..1374039,+,350,16129274,1372987,1374039
1374058..1374846,+,262,90111248,1374058,1374846
1374856..1375911,+,351,16129276,1374856,1375911
1375908..1378175,+,755,16129277,1375908,1378175
1378172..1378831,+,219,16129278,1378172,1378831
1379971..1380876,+,301,16129280,1379971,1380876
1380987..1381985,-,332,16129281,1380987,1381985
1382141..1383538,+,465,16129282,1382141,1383538
1383535..1384596,+,353,16129283,1383535,1384596
1384744..1386285,+,513,16129284,1384744,1386285
1386329..1386835,-,168,16129285,1386329,1386835
1386954..1387919,+,321,90111249,1386954,1387919
1387894..1388622,-,242,226524711,1387894,1388622
1388957..1389877,-,306,221800781,1388957,1389877
1390015..1390914,+,299,16129289,1390015,1390914
1391251..1392864,+,537,90111250,1391251,1392864
1392915..1393946,-,343,16129291,1392915,1393946
1394100..1395116,+,338,16129292,1394100,1395116
1395389..1395646,+,85,16129293,1395389,1395646
1395696..1396646,-,316,16129294,1395696,1396646
1396798..1397550,-,250,16129295,1396798,1397550
1397745..1398260,-,171,16129296,1397745,1398260
1398271..1399797,-,508,90111251,1398271,1399797
1399834..1401279,-,481,16129298,1399834,1401279
1401279..1402589,-,436,90111252,1401279,1402589
1402765..1403673,+,302,16129300,1402765,1403673
1404003..1404566,+,187,16129301,1404003,1404566
1404587..1405819,-,410,90111253,1404587,1405819
1406074..1407057,+,327,16129303,1406074,1407057
1407535..1408908,+,457,16129304,1407535,1408908
1409037..1409972,-,311,16129305,1409037,1409972
1410024..1411259,-,411,16129306,1410024,1411259
1411261..1411476,-,71,90111254,1411261,1411476
1411555..1411764,-,69,16129308,1411555,1411764
1411757..1411951,-,64,16129309,1411757,1411951
1412008..1412817,-,269,16129310,1412008,1412817
1412810..1415410,-,866,16129311,1412810,1415410
1415512..1415787,-,91,16129312,1415512,1415787
1415862..1416032,-,56,94541109,1415862,1416032
1416032..1416253,-,73,90111255,1416032,1416253
1416695..1417183,+,162,90111256,1416695,1417183
1417180..1417335,-,51,94541091,1417180,1417335
1417346..1417480,-,44,90111257,1417346,1417480
1417789..1418265,-,158,16129317,1417789,1418265
1418389..1418685,+,98,16129318,1418389,1418685
1418708..1419130,+,140,16129319,1418708,1419130
1419143..1420000,+,285,16129320,1419143,1420000
1420007..1420753,+,248,16129321,1420007,1420753
1421424..1421609,+,61,94541110,1421424,1421609
1421806..1423263,+,485,16129324,1421806,1423263
1423401..1423664,+,87,16129326,1423401,1423664
1425770..1426750,-,326,16129331,1425770,1426750
1427073..1430435,+,1120,90111261,1427073,1430435
1430435..1431010,+,191,16129334,1430435,1431010
1431108..1431698,-,196,16129335,1431108,1431698
1432015..1432248,-,77,345452718,1432015,1432248
1433209..1433643,-,144,90111262,1433209,1433643
1433784..1434917,-,377,16129338,1433784,1434917
1435284..1438808,-,1174,16129339,1435284,1438808
1439082..1439348,+,88,94541111,1439082,1439348
1439345..1439767,-,140,16129340,1439345,1439767
1439878..1440867,-,329,16129341,1439878,1440867
1441075..1443714,+,879,16129342,1441075,1443714
1443711..1443896,+,61,16129343,1443711,1443896
1443904..1444230,+,108,90111263,1443904,1444230
1444402..1445307,-,301,16129345,1444402,1445307
1445543..1447042,+,499,90111264,1445543,1447042
1447100..1449373,-,757,162135920,1447100,1449373
1449621..1451666,-,681,16129348,1449621,1451666
1451951..1452880,+,309,16129349,1451951,1452880
1452892..1453179,+,95,16129350,1452892,1453179
1453188..1453934,+,248,16129351,1453188,1453934
1453949..1454446,+,165,226524712,1453949,1454446
1454454..1455524,+,356,16129353,1454454,1455524
1455521..1456288,+,255,16129354,1455521,1456288
1456288..1457076,+,262,16129355,1456288,1457076
1457078..1458505,+,475,16129356,1457078,1458505
1458495..1458917,+,140,16129357,1458495,1458917
1458917..1460122,+,401,16129358,1458917,1460122
1460149..1461462,+,437,16129359,1460149,1461462
1461563..1462513,+,316,16129360,1461563,1462513
1462495..1463085,+,196,16129361,1462495,1463085
1463189..1463254,-,21,226524713,1463189,1463254
1465945..1466850,-,301,16129363,1465945,1466850
1466808..1467173,-,121,145698254,1466808,1467173
1467382..1468533,+,383,16129365,1467382,1468533
1472245..1473105,+,286,16129367,1472245,1473105
1473168..1475474,+,768,90111266,1473168,1475474
1475645..1476250,+,201,90111267,1475645,1476250
1476250..1477146,+,298,16129370,1476250,1477146
1477162..1478919,+,585,16129371,1477162,1478919
1478933..1480225,+,430,16129372,1478933,1480225
1480279..1480884,-,201,16129373,1480279,1480884
1481085..1484987,+,1300,145698255,1481085,1484987
1485259..1486059,+,266,16129375,1485259,1486059
1486256..1487695,+,479,16129376,1486256,1487695
1488926..1489456,+,176,90111268,1488926,1489456
1489701..1489874,+,57,16129378,1489701,1489874
1489946..1490095,-,49,49176107,1489946,1490095
1489986..1490153,-,55,16129379,1489986,1490153
1490494..1492134,+,546,16129380,1490494,1492134
1492172..1493095,-,307,90111269,1492172,1493095
1493312..1494655,+,447,16129382,1493312,1494655
1494880..1496535,+,551,145698256,1494880,1496535
1496675..1496899,+,74,90111271,1496675,1496899
1496962..1497501,+,179,16129386,1496962,1497501
1497493..1498473,-,326,16129387,1497493,1498473
1498597..1499589,+,330,16129388,1498597,1499589
1499586..1500179,+,197,16129389,1499586,1500179
1500481..1501149,+,222,16129390,1500481,1501149
1501741..1502889,+,382,288551665,1501741,1502889
1502929..1504104,-,391,90111272,1502929,1504104
1504196..1504732,+,178,16129393,1504196,1504732
1504805..1506766,+,653,90111273,1504805,1506766
1506858..1507088,-,76,16129395,1506858,1507088
1507310..1507486,+,58,94541092,1507310,1507486
1507532..1507948,+,138,145698257,1507532,1507948
1508027..1509433,+,468,16129398,1508027,1509433
1509678..1510823,+,381,16129399,1509678,1510823
1510841..1511854,+,337,16129400,1510841,1511854
1511855..1512796,+,313,16129401,1511855,1512796
1512786..1513580,+,264,16129402,1512786,1513580
1513602..1515026,+,474,16129403,1513602,1515026
1515123..1515218,-,31,145698258,1515123,1515218
1515413..1515586,+,57,90111274,1515413,1515586
1515672..1515905,+,77,16129405,1515672,1515905
1515906..1516355,-,149,16129406,1515906,1516355
1516352..1516870,-,172,16129407,1516352,1516870
1517051..1518088,+,345,226524714,1517051,1518088
1518286..1518951,+,221,90111276,1518286,1518951
1518987..1521089,-,700,16129410,1518987,1521089
1521331..1522392,+,353,16129411,1521331,1522392
1522505..1524004,-,499,90111277,1522505,1524004
1524271..1524888,+,205,16129413,1524271,1524888
1524964..1525176,+,70,16129414,1524964,1525176
1527946..1528428,+,160,16129416,1527946,1528428
1529840..1530976,+,378,16129419,1529840,1530976
1531076..1531309,+,77,16129420,1531076,1531309
1531306..1531875,-,189,90111278,1531306,1531875
1532048..1532893,+,281,16129422,1532048,1532893
1532989..1533882,-,297,16129423,1532989,1533882
1533961..1534641,-,226,16129424,1533961,1534641
1534638..1535333,-,231,16129425,1534638,1535333
1535333..1536877,-,514,16129426,1535333,1536877
1536874..1540614,-,1246,16129427,1536874,1540614
1540696..1542084,-,462,16129428,1540696,1542084
1542408..1542743,-,111,16129429,1542408,1542743
1544312..1545193,-,293,145698260,1544312,1545193
1545425..1548472,+,1015,16129433,1545425,1548472
1548485..1549369,+,294,16129434,1548485,1549369
1549362..1550015,+,217,16129435,1549362,1550015
1550422..1550706,-,94,145698261,1550422,1550706
1550852..1551862,-,336,90111280,1550852,1551862
1551996..1553693,-,565,90111281,1551996,1553693
1553850..1553987,-,45,16129439,1553850,1553987
1554089..1554304,-,71,90111282,1554089,1554304
1554649..1555080,+,143,16129441,1554649,1555080
1555136..1556062,-,308,16129442,1555136,1556062
1556055..1557041,-,328,16129443,1556055,1557041
1557038..1557934,-,298,16129444,1557038,1557934
1557931..1558953,-,340,16129445,1557931,1558953
1558955..1560505,-,516,16129446,1558955,1560505
1560519..1561100,-,193,16129447,1560519,1561100
1561358..1563757,-,799,162135902,1561358,1563757
1563782..1565164,-,460,145698262,1563782,1565164
1565528..1566847,-,439,16129450,1565528,1566847
1566978..1568513,-,511,16129451,1566978,1568513
1568669..1570069,-,466,16129452,1568669,1570069
1570431..1573226,-,931,16129453,1570431,1573226
1573271..1575643,-,790,16129454,1573271,1575643
1575681..1577366,-,561,16129455,1575681,1577366
1577657..1578814,-,385,90111285,1577657,1578814
1578866..1580548,-,560,90111286,1578866,1580548
1580950..1581711,-,253,16129458,1580950,1581711
1581786..1581983,-,65,16129459,1581786,1581983
1582231..1584510,-,759,16129460,1582231,1584510
1584844..1585758,-,304,16129461,1584844,1585758
1585817..1586320,-,167,16129462,1585817,1586320
1586333..1586863,-,176,16129463,1586333,1586863
1588878..1590200,-,440,16129466,1588878,1590200
1590200..1590466,-,88,16129467,1590200,1590466
1596641..1598233,-,530,49176118,1596641,1598233
1598312..1599265,-,317,16129471,1598312,1599265
1599514..1601049,+,511,16129472,1599514,1601049
1601043..1602071,+,342,16129473,1601043,1602071
1602071..1603063,+,330,16129474,1602071,1603063
1603075..1604097,+,340,16129475,1603075,1604097
1604124..1604999,+,291,16129476,1604124,1604999
1605023..1605313,+,96,16129477,1605023,1605313
1605370..1606128,+,252,16129478,1605370,1606128
1606132..1607046,-,304,90111287,1606132,1607046
1607253..1608704,-,483,49176119,1607253,1608704
1608931..1609878,-,315,16129481,1608931,1609878
1609990..1610349,-,119,16129482,1609990,1610349
1610349..1611275,-,308,16129483,1610349,1611275
1611339..1612727,-,462,90111288,1611339,1612727
1612828..1613709,+,293,16129485,1612828,1613709
1613787..1614902,+,371,16129486,1613787,1614902
1615052..1616242,+,396,16129487,1615052,1616242
1616267..1616932,-,221,16129488,1616267,1616932
1617144..1617578,+,144,90111289,1617144,1617578
1617598..1617981,+,127,90111290,1617598,1617981
1618013..1618231,+,72,16129491,1618013,1618231
1618262..1619161,-,299,90111291,1618262,1619161
1619356..1620543,+,395,16129493,1619356,1620543
1620670..1620765,+,31,145698263,1620670,1620765
1620984..1621874,-,296,16129494,1620984,1621874
1622129..1622521,-,130,16129495,1622129,1622521
1622797..1623315,+,172,16129496,1622797,1623315
1623359..1625404,-,681,16129497,1623359,1625404
1625541..1626287,+,248,16129498,1625541,1626287
1626376..1627062,+,228,16129499,1626376,1627062
1627239..1627442,+,67,16129500,1627239,1627442
1627477..1628937,-,486,16129501,1627477,1628937
1631096..1631329,+,77,345452719,1631096,1631329
1631646..1632236,+,196,16129504,1631646,1632236
1632334..1632909,-,191,16129505,1632334,1632909
1632909..1633871,-,320,16129506,1632909,1633871
1634780..1635013,+,77,94541112,1634780,1635013
1635071..1635481,+,136,90111292,1635071,1635481
1635633..1635806,-,57,90111293,1635633,1635806
1635978..1636133,-,51,90111294,1635978,1636133
1636479..1636691,-,70,16129511,1636479,1636691
1637054..1637551,-,165,16129512,1637054,1637551
1637104..1637358,-,84,226524715,1637104,1637358
1637548..1638081,-,177,16129513,1637548,1638081
1638078..1638389,-,103,16129514,1638078,1638389
1638394..1638609,-,71,90111295,1638394,1638609
1639363..1639578,-,71,16129516,1639363,1639578
1639879..1640091,+,70,16129517,1639879,1640091
1640513..1641265,-,250,90111296,1640513,1641265
1641279..1642328,-,349,226524716,1641279,1642328
1642675..1642926,-,83,16129520,1642675,1642926
1643143..1643298,-,51,16129521,1643143,1643298
1643370..1643657,-,95,16129522,1643370,1643657
1643657..1643896,-,79,16129523,1643657,1643896
1643921..1644226,+,101,16129524,1643921,1644226
1644429..1644761,+,110,16129525,1644429,1644761
1645644..1645874,-,76,16129528,1645644,1645874
1645958..1646365,+,135,16129529,1645958,1646365
1646532..1646687,+,51,16129530,1646532,1646687
1646689..1646817,+,42,90111298,1646689,1646817
1646847..1647065,+,72,16129532,1646847,1647065
1647633..1647821,+,62,16129533,1647633,1647821
1647818..1648009,+,63,16129534,1647818,1648009
1650920..1651939,-,339,16129538,1650920,1651939
1651951..1653165,-,404,16129539,1651951,1653165
1653371..1653697,-,108,16129540,1653371,1653697
1653832..1654173,+,113,16129541,1653832,1654173
1654208..1654768,+,186,16129542,1654208,1654768
1654771..1655481,-,236,90111299,1654771,1655481
1655589..1655894,+,101,90111300,1655589,1655894
1656093..1658519,+,808,16129545,1656093,1658519
1658580..1661003,+,807,171701681,1658580,1661003
1661014..1661631,+,205,16129547,1661014,1661631
1661633..1662487,+,284,16129548,1661633,1662487
1662530..1663144,+,204,90111302,1662530,1663144
1663339..1664595,+,418,90111303,1663339,1664595
1664548..1665243,-,231,90111304,1664548,1665243
1665368..1666588,-,406,16129552,1665368,1666588
1666723..1667616,-,297,16129553,1666723,1667616
1667723..1668976,+,417,16129554,1667723,1668976
1669400..1669708,+,102,90111305,1669400,1669708
1669801..1669884,+,27,145698267,1669801,1669884
1669984..1670805,+,273,16129556,1669984,1670805
1670844..1671173,-,109,16129557,1670844,1671173
1671160..1671525,-,121,16129558,1671160,1671525
1671937..1672971,+,344,16129559,1671937,1672971
1672996..1674384,-,462,16129560,1672996,1674384
1674395..1675927,-,510,16129561,1674395,1675927
1676451..1677395,+,314,16129562,1676451,1677395
1677581..1678963,+,460,16129563,1677581,1678963
1679000..1679722,+,240,16129564,1679000,1679722
1679719..1680054,-,111,16129565,1679719,1680054
1680183..1680902,+,239,145698268,1680183,1680902
1680906..1682207,+,433,16129567,1680906,1682207
1682283..1683212,+,309,16129568,1682283,1683212
1683209..1684612,-,467,16129569,1683209,1684612
1684755..1686401,-,548,16129570,1684755,1686401
1686600..1687775,+,391,49176125,1686600,1687775
1687876..1689384,+,502,16129572,1687876,1689384
1689610..1690875,-,421,90111306,1689610,1690875
1690914..1692287,-,457,16129574,1690914,1692287
1692284..1694095,-,603,16129575,1692284,1694095
1694486..1695076,-,196,16129576,1694486,1695076
1695297..1696064,-,255,16129577,1695297,1696064
1696176..1697204,-,342,16129578,1696176,1697204
1697379..1698971,+,530,16129579,1697379,1698971
1698981..1700153,+,390,16129580,1698981,1700153
1700257..1701258,+,333,16129581,1700257,1701258
1701292..1702332,-,346,90111307,1701292,1702332
1702575..1702700,+,41,49176127,1702575,1702700
1702973..1703188,+,71,16129583,1702973,1703188
1703274..1703714,+,146,90111308,1703274,1703714
1703791..1704372,+,193,16129585,1703791,1704372
1704372..1704950,+,192,16129586,1704372,1704950
1704943..1707165,+,740,16129587,1704943,1707165
1707166..1708224,+,352,16129588,1707166,1708224
1708228..1708848,+,206,16129589,1708228,1708848
1708852..1709547,+,231,16129590,1708852,1709547
1709547..1710182,+,211,16129591,1709547,1710182
1710793..1712295,+,500,16129592,1710793,1712295
1712401..1713006,+,201,16129593,1712401,1713006
1713050..1713913,-,287,16129594,1713050,1713913
1713972..1715246,-,424,16129595,1713972,1715246
1715375..1716031,-,218,16129596,1715375,1716031
1716090..1716419,-,109,90111309,1716090,1716419
1716517..1717626,-,369,16129598,1716517,1717626
1717900..1718367,+,155,49176129,1717900,1718367
1718414..1718848,-,144,90111310,1718414,1718848
1719049..1719285,+,78,16129601,1719049,1719285
1719288..1720145,+,285,90111311,1719288,1720145
1720145..1722157,+,670,16129603,1720145,1722157
1722158..1722679,-,173,16129604,1722158,1722679
1722760..1723656,-,298,49176131,1722760,1723656
1723705..1723944,-,79,90111312,1723705,1723944
1724047..1724646,+,199,145698269,1724047,1724646
1724683..1725780,+,365,16129608,1724683,1725780
1725861..1726268,+,135,16129609,1725861,1726268
1726371..1727018,+,215,16129610,1726371,1727018
1727111..1731727,+,1538,16129611,1727111,1731727
1731778..1732125,-,115,16129612,1731778,1732125
1732459..1733274,+,271,16129613,1732459,1733274
1733402..1733983,+,193,16129614,1733402,1733983
1734145..1735314,-,389,16129615,1734145,1735314
1735480..1735569,-,29,145698270,1735480,1735569
1735868..1736893,+,341,16129616,1735868,1736893
1736890..1737822,-,310,16129617,1736890,1737822
1737935..1739146,+,403,49176132,1737935,1739146
1739437..1740585,+,382,16129619,1739437,1740585
1740625..1741266,-,213,16129620,1740625,1741266
1741481..1742854,+,457,49176133,1741481,1742854
1742895..1744151,-,418,16129622,1742895,1744151
1744724..1745029,+,101,16129623,1744724,1745029
1745155..1746759,+,534,16129624,1745155,1746759
1746771..1747583,-,270,16129625,1746771,1747583
1747587..1748372,-,261,16129626,1747587,1748372
1748369..1749037,-,222,226524717,1748369,1749037
1749101..1749748,-,215,16129628,1749101,1749748
1749752..1751854,-,700,16129629,1749752,1751854
1751875..1752501,-,208,16129630,1751875,1752501
1752956..1753165,-,69,16129631,1752956,1753165
1753722..1755134,+,470,16129632,1753722,1755134
1755445..1755681,+,78,16129633,1755445,1755681
1755745..1756749,-,334,16129634,1755745,1756749
1756898..1757314,-,138,16129635,1756898,1757314
1757327..1758547,-,406,16129636,1757327,1758547
1758544..1759815,-,423,16129637,1758544,1759815
1759790..1760536,-,248,16129638,1759790,1760536
1760546..1762033,-,495,90111315,1760546,1762033
1762042..1762410,-,122,16129640,1762042,1762410
1762958..1763146,-,62,226524718,1762958,1763146
1763246..1763656,-,136,16129642,1763246,1763656
1763653..1766709,-,1018,16129643,1763653,1766709
1767098..1768210,+,370,16129644,1767098,1768210
1768639..1768995,+,118,90111316,1768639,1768995
1769095..1770309,+,404,16129646,1769095,1770309
1770536..1771801,+,421,226524719,1770536,1771801
1771813..1772679,+,288,16129648,1771813,1772679
1772710..1773468,+,252,16129649,1772710,1773468
1773611..1775206,+,531,16129650,1773611,1775206
1775220..1776371,+,383,90111318,1775220,1776371
1776414..1777325,-,303,16129652,1776414,1777325
1777641..1778405,+,254,16129653,1777641,1778405
1778425..1779363,+,312,16129654,1778425,1779363
1779419..1780708,+,429,16129655,1779419,1780708
1780705..1780998,+,97,16129656,1780705,1780998
1781055..1782701,+,548,145698273,1781055,1782701
1782758..1785136,-,792,16129658,1782758,1785136
1785469..1786302,+,277,16129659,1785469,1786302
1786459..1787505,+,348,16129660,1786459,1787505
1787637..1787828,+,63,16129661,1787637,1787828
1787832..1789268,-,478,16129662,1787832,1789268
1789331..1790044,-,237,16129663,1789331,1790044
1790291..1790755,-,154,16129664,1790291,1790755
1790833..1791582,-,249,16129665,1790833,1791582
1791582..1792133,-,183,16129666,1791582,1792133
1792196..1793176,-,326,16129667,1792196,1793176
1793277..1793576,-,99,16129668,1793277,1793576
1793581..1795968,-,795,16129669,1793581,1795968
1795983..1796966,-,327,16129670,1795983,1796966
1797250..1797294,-,14,16129671,1797250,1797294
1797417..1797773,-,118,16129672,1797417,1797773
1797826..1798023,-,65,49176137,1797826,1798023
1798120..1798662,-,180,16129674,1798120,1798662
1798666..1800594,-,642,16129675,1798666,1800594
1803189..1803296,+,35,145698274,1803189,1803296
1803349..1804107,-,252,16129676,1803349,1804107
1804394..1805323,+,309,49176138,1804394,1805323
1805424..1805714,+,96,16129678,1805424,1805714
1805820..1806680,+,286,16129679,1805820,1806680
1806721..1807257,-,178,16129680,1806721,1807257
1807404..1808072,+,222,16129681,1807404,1808072
1808235..1808825,+,196,226524720,1808235,1808825
1808958..1810349,+,463,16129683,1808958,1810349
1810353..1811156,-,267,226524721,1810353,1811156
1811445..1811687,-,80,145698276,1811445,1811687
1811891..1814152,+,753,49176140,1811891,1814152
1814410..1815159,-,249,16129687,1814410,1815159
1815172..1816524,-,450,16129688,1815172,1816524
1816629..1817471,-,280,16129689,1816629,1817471
1817479..1817829,-,116,16129690,1817479,1817829
1817880..1819238,-,452,16129691,1817880,1819238
1819323..1819643,-,106,16129692,1819323,1819643
1819942..1820280,-,112,16129693,1819942,1820280
1820482..1821309,+,275,16129694,1820482,1821309
1821539..1822426,+,295,16129695,1821539,1822426
1822386..1822961,-,191,90111320,1822386,1822961
1823164..1823649,-,161,16129697,1823164,1823649
1823979..1824947,-,322,16129698,1823979,1824947
1824940..1826283,-,447,16129699,1824940,1826283
1826280..1827758,-,492,16129700,1826280,1827758
1827755..1828789,-,344,16129701,1827755,1828789
1828786..1830006,-,406,16129702,1828786,1830006
1830452..1831258,+,268,16129703,1830452,1831258
1831425..1832135,+,236,90111321,1831425,1832135
1832140..1832817,+,225,90111322,1832140,1832817
1832832..1833539,+,235,16129706,1832832,1833539
1833539..1834087,+,182,16129707,1833539,1834087
1834097..1835263,+,388,90111323,1834097,1835263
1835236..1836771,+,511,145698277,1835236,1836771
1836771..1837424,+,217,16129710,1836771,1837424
1837491..1838798,+,435,90111324,1837491,1838798
1838807..1839427,-,206,90111325,1838807,1839427
1839514..1839921,+,135,16129713,1839514,1839921
1839887..1840159,-,90,16129714,1839887,1840159
1840395..1841738,+,447,16129715,1840395,1841738
1841855..1842895,-,346,90111326,1841855,1842895
1843023..1844984,-,653,16129717,1843023,1844984
1844989..1846032,-,347,16129718,1844989,1846032
1846149..1846700,-,183,16129719,1846149,1846700
1846861..1848717,+,618,16129720,1846861,1848717
1848884..1849900,+,338,16129721,1848884,1849900
1849911..1850552,+,213,90111327,1849911,1850552
1850645..1852003,-,452,16129723,1850645,1852003
1852120..1852878,-,252,16129724,1852120,1852878
1853015..1853995,-,326,16129725,1853015,1853995
1854005..1854952,-,315,90111328,1854005,1854952
1854957..1855793,-,278,16129727,1854957,1855793
1855814..1856857,-,347,16129728,1855814,1856857
1856874..1858253,-,459,16129729,1856874,1858253
1858280..1859356,-,358,16129730,1858280,1859356
1859726..1859998,-,90,90111329,1859726,1859998
