Location,Strand,Length,PID,start,end
770930..771481,-,183,384435928,770930,771481
771651..772520,+,289,384435929,771651,772520
772511..773905,+,464,384435930,772511,773905
773827..775626,-,599,384435931,773827,775626
775687..776061,-,124,384435932,775687,776061
776058..776342,-,94,384435933,776058,776342
776551..776937,-,128,384435934,776551,776937
777066..779411,-,781,384435935,777066,779411
780093..781448,+,451,384435936,780093,781448
781653..783011,+,452,384435937,781653,783011
783379..784764,+,461,384435938,783379,784764
784769..785215,+,148,384435939,784769,785215
785665..787812,+,715,384435940,785665,787812
787809..790406,-,865,384435941,787809,790406
790719..791717,+,332,384435942,790719,791717
791806..793461,+,551,384435943,791806,793461
793596..794210,+,204,384435944,793596,794210
794362..794691,+,109,384435945,794362,794691
794764..795900,+,378,384435946,794764,795900
795932..796732,-,266,384435947,795932,796732
796789..797631,-,280,384435948,796789,797631
797734..798792,-,352,384435949,797734,798792
798846..799535,-,229,384435950,798846,799535
799596..799958,-,120,384435951,799596,799958
800034..801206,-,390,384435952,800034,801206
801643..802152,+,169,384435953,801643,802152
802207..803238,+,343,384435954,802207,803238
803466..806384,-,972,384435955,803466,806384
806716..809325,-,869,384435956,806716,809325
809450..810658,+,402,384435957,809450,810658
810922..811245,-,107,384435958,810922,811245
811489..812793,+,434,384435959,811489,812793
813028..813594,+,188,384435960,813028,813594
813799..815604,+,601,384435961,813799,815604
815703..816215,+,170,384435962,815703,816215
816298..816969,-,223,384435963,816298,816969
816983..817810,-,275,384435964,816983,817810
817967..819979,-,670,384435965,817967,819979
820102..821352,-,416,384435966,820102,821352
821550..821783,-,77,384435967,821550,821783
821993..822424,-,143,384435968,821993,822424
822461..822706,-,81,384435969,822461,822706
822894..823367,+,157,384435970,822894,823367
823383..824015,-,210,384435971,823383,824015
824228..824785,-,185,384435972,824228,824785
824584..825915,-,443,384435973,824584,825915
826070..826249,-,59,384435974,826070,826249
826637..826882,-,81,384435975,826637,826882
826935..827348,-,137,384435976,826935,827348
827348..827803,-,151,384435977,827348,827803
827868..828695,-,275,384435978,827868,828695
828713..829063,-,116,384435979,828713,829063
829141..830085,-,314,384435980,829141,830085
830194..830586,-,130,384435981,830194,830586
830635..831018,-,127,384435982,830635,831018
831101..831217,-,38,384435983,831101,831217
831355..831582,-,75,384435984,831355,831582
831702..832265,-,187,384435985,831702,832265
832391..833719,-,442,384435986,832391,833719
833821..834264,-,147,384435987,833821,834264
834333..834854,-,173,384435988,834333,834854
834894..835256,-,120,384435989,834894,835256
835260..835799,-,179,384435990,835260,835799
835859..836260,-,133,384435991,835859,836260
836352..836894,-,180,384435992,836352,836894
837001..837348,-,115,384435993,837001,837348
837349..837717,-,122,384435994,837349,837717
837741..837986,-,81,384435995,837741,837986
837994..838215,-,73,384435996,837994,838215
838218..838637,-,139,384435997,838218,838637
838678..839400,-,240,384435998,838678,839400
839430..839795,-,121,384435999,839430,839795
839811..840089,-,92,384436000,839811,840089
840122..840952,-,276,384436001,840122,840952
841002..841307,-,101,384436002,841002,841307
841300..841932,-,210,384436003,841300,841932
841972..842613,-,213,384436004,841972,842613
843105..843575,+,156,384436005,843105,843575
843613..844221,-,202,384436006,843613,844221
844180..845394,+,404,384436007,844180,845394
845482..845874,+,130,384436008,845482,845874
845966..846328,-,120,384436009,845966,846328
846509..847810,+,433,384436010,846509,847810
848074..848967,+,297,384436011,848074,848967
849095..849748,+,217,384436012,849095,849748
849802..850545,+,247,384436013,849802,850545
850605..851585,+,326,384436014,850605,851585
851717..852142,+,141,384436015,851717,852142
852031..852447,+,138,384436016,852031,852447
852470..852898,-,142,384436017,852470,852898
852895..853281,-,128,384436018,852895,853281
853497..857450,-,1317,384436019,853497,857450
857558..860866,-,1102,384436020,857558,860866
860952..861737,-,261,384436021,860952,861737
861873..862166,-,97,384436022,861873,862166
862262..866377,-,1371,384436023,862262,866377
866374..867144,-,256,384436024,866374,867144
867257..869569,-,770,384436025,867257,869569
869668..873270,-,1200,384436026,869668,873270
873465..874550,-,361,384436027,873465,874550
874693..875361,+,222,384436028,874693,875361
875515..875979,+,154,384436029,875515,875979
876008..877297,+,429,384436030,876008,877297
877325..878521,+,398,384436031,877325,878521
878564..878890,-,108,384436032,878564,878890
878937..879209,+,90,384436033,878937,879209
879408..880043,+,211,384436034,879408,880043
880147..881838,+,563,384436035,880147,881838
882023..883189,+,388,384436036,882023,883189
883287..884519,+,410,384436037,883287,884519
884635..885531,+,298,384436038,884635,885531
885641..886078,+,145,384436039,885641,886078
886283..887542,+,419,384436040,886283,887542
887731..888084,+,117,384436041,887731,888084
888358..888993,+,211,384436042,888358,888993
889061..890605,+,514,384436043,889061,890605
890827..891024,+,65,384436044,890827,891024
891276..893249,+,657,384436045,891276,893249
893261..893590,+,109,384436046,893261,893590
893583..893972,+,129,384436047,893583,893972
893984..897262,+,1092,384436048,893984,897262
897354..899888,+,844,384436049,897354,899888
899937..900662,+,241,384436050,899937,900662
901197..902315,+,372,384436051,901197,902315
902387..903055,+,222,384436052,902387,903055
903148..903606,-,152,384436053,903148,903606
904115..905506,+,463,384436054,904115,905506
905575..906789,-,404,384436055,905575,906789
906972..907826,+,284,384436056,906972,907826
907990..908313,+,107,384436057,907990,908313
908353..908961,-,202,384436058,908353,908961
908968..909483,-,171,384436059,908968,909483
909603..910994,-,463,384436060,909603,910994
911357..912883,+,508,384436061,911357,912883
913296..913856,+,186,384436062,913296,913856
914052..914441,+,129,384436063,914052,914441
914780..915190,-,136,384436064,914780,915190
915304..915624,+,106,384436065,915304,915624
915721..917346,+,541,384436066,915721,917346
917816..920014,+,732,384436067,917816,920014
920331..920915,+,194,384436068,920331,920915
920942..921196,-,84,384436069,920942,921196
921549..922637,-,362,384436070,921549,922637
922844..923230,-,128,384436071,922844,923230
923318..923839,-,173,384436072,923318,923839
924086..924802,-,238,384436073,924086,924802
924889..925314,-,141,384436074,924889,925314
925416..926033,-,205,384436075,925416,926033
926313..926558,-,81,384436076,926313,926558
926860..927228,-,122,384436077,926860,927228
927333..927758,+,141,384436078,927333,927758
927959..928750,+,263,384436079,927959,928750
928806..929885,-,359,384436080,928806,929885
930148..930843,-,231,384436081,930148,930843
930907..931389,-,160,384436082,930907,931389
931639..931959,+,106,384436083,931639,931959
932071..933063,+,330,384436084,932071,933063
933157..934293,+,378,384436085,933157,934293
934324..934707,-,127,384436086,934324,934707
934835..935236,-,133,384436087,934835,935236
935409..936704,-,431,384436088,935409,936704
936768..938276,-,502,384436089,936768,938276
938393..940240,-,615,384436090,938393,940240
940638..941270,-,210,384436091,940638,941270
941686..943941,+,751,384436092,941686,943941
944187..946382,+,731,384436093,944187,946382
946522..947511,-,329,384436094,946522,947511
947511..949343,-,610,384436095,947511,949343
949397..950536,-,379,384436096,949397,950536
950533..951774,-,413,384436097,950533,951774
951797..953098,-,433,384436098,951797,953098
953752..954456,+,234,384436099,953752,954456
954453..955427,-,324,384436100,954453,955427
955805..956116,+,103,384436101,955805,956116
956275..956613,+,112,384436102,956275,956613
956673..957788,+,371,384436103,956673,957788
958137..960029,+,630,384436104,958137,960029
960156..961094,+,312,384436105,960156,961094
961201..962730,+,509,384436106,961201,962730
962888..965800,+,970,384436107,962888,965800
965938..967473,-,511,384436108,965938,967473
967567..968352,-,261,384436109,967567,968352
968487..968960,-,157,384436110,968487,968960
968893..969294,-,133,384436111,968893,969294
969762..970868,-,368,384436112,969762,970868
970882..971184,-,100,384436113,970882,971184
971460..972317,-,285,384436114,971460,972317
972485..973954,+,489,384436115,972485,973954
974053..975489,+,478,384436116,974053,975489
975779..976648,+,289,384436117,975779,976648
976748..977842,+,364,384436118,976748,977842
977932..978867,+,311,384436119,977932,978867
978941..979573,+,210,384436120,978941,979573
979685..980170,+,161,384436121,979685,980170
980276..981694,+,472,384436122,980276,981694
981691..982629,-,312,384436123,981691,982629
982968..983180,+,70,384436124,982968,983180
983229..983540,+,103,384436125,983229,983540
983804..984475,+,223,384436126,983804,984475
984562..985200,+,212,384436127,984562,985200
985224..986222,+,332,384436128,985224,986222
986492..987733,-,413,384436129,986492,987733
987740..987967,-,75,384436130,987740,987967
988072..989505,-,477,384436131,988072,989505
989717..991603,-,628,384436132,989717,991603
991735..992772,-,345,384436133,991735,992772
992821..993483,-,220,384436134,992821,993483
993536..994213,-,225,384436135,993536,994213
994343..994906,+,187,384436136,994343,994906
995022..995219,+,65,384436137,995022,995219
995275..996807,+,510,384436138,995275,996807
996850..997806,-,318,384436139,996850,997806
998010..998918,-,302,384436140,998010,998918
999029..1001563,+,844,384436141,999029,1001563
1001639..1002106,-,155,384436142,1001639,1002106
1002633..1004777,-,714,384436143,1002633,1004777
1005181..1006179,-,332,384436144,1005181,1006179
1006234..1008246,-,670,384436145,1006234,1008246
1008321..1009148,-,275,384436146,1008321,1009148
1009234..1010574,-,446,384436147,1009234,1010574
1010710..1011759,-,349,384436148,1010710,1011759
1011975..1012619,+,214,384436149,1011975,1012619
1012616..1012888,-,90,384436150,1012616,1012888
1013045..1014337,-,430,384436151,1013045,1014337
1014587..1015396,-,269,384436152,1014587,1015396
1015511..1016782,+,423,384436153,1015511,1016782
1016830..1017495,+,221,384436154,1016830,1017495
1017600..1018493,-,297,384436155,1017600,1018493
1018650..1019126,+,158,384436156,1018650,1019126
1019155..1019583,+,142,384436157,1019155,1019583
1019808..1020761,+,317,384436158,1019808,1020761
1021421..1022008,+,195,384436159,1021421,1022008
1022278..1024659,-,793,384436160,1022278,1024659
1024825..1025346,-,173,384436161,1024825,1025346
1025519..1026442,+,307,384436162,1025519,1026442
1026511..1027737,+,408,384436163,1026511,1027737
1027844..1029331,+,495,384436164,1027844,1029331
1029337..1030083,-,248,384436165,1029337,1030083
1030243..1030989,+,248,384436166,1030243,1030989
1031202..1033787,+,861,384436167,1031202,1033787
1033902..1035545,+,547,384436168,1033902,1035545
1035593..1037089,+,498,384436169,1035593,1037089
1037189..1038052,+,287,384436170,1037189,1038052
1038038..1039042,-,334,384436171,1038038,1039042
1039196..1039732,+,178,384436172,1039196,1039732
1040092..1040355,+,87,384436173,1040092,1040355
1040531..1042258,+,575,384436174,1040531,1042258
1042390..1042557,+,55,384436175,1042390,1042557
1042609..1042953,+,114,384436176,1042609,1042953
1042999..1043880,+,293,384436177,1042999,1043880
1043917..1044450,+,177,384436178,1043917,1044450
1044517..1044693,-,58,384436179,1044517,1044693
1044915..1046366,-,483,384436180,1044915,1046366
1046402..1046830,-,142,384436181,1046402,1046830
1047005..1048357,+,450,384436182,1047005,1048357
1048406..1048753,-,115,384436183,1048406,1048753
1048750..1049016,-,88,384436184,1048750,1049016
1049517..1050407,-,296,384436185,1049517,1050407
1050490..1050729,+,79,384436186,1050490,1050729
1050812..1051078,+,88,384436187,1050812,1051078
1051159..1052121,+,320,384436188,1051159,1052121
1052518..1052784,+,88,384436189,1052518,1052784
1052927..1053754,-,275,384436190,1052927,1053754
1053955..1055547,+,530,384436191,1053955,1055547
1055574..1056113,+,179,384436192,1055574,1056113
1056119..1056466,+,115,384436193,1056119,1056466
1056714..1056944,+,76,384436194,1056714,1056944
1056985..1058427,+,480,384436195,1056985,1058427
1058537..1059820,+,427,384436196,1058537,1059820
1059922..1060773,+,283,384436197,1059922,1060773
1060901..1061239,+,112,384436198,1060901,1061239
1061242..1062111,+,289,384436199,1061242,1062111
1062238..1065204,-,988,384436200,1062238,1065204
1065398..1065622,+,74,384436201,1065398,1065622
1065660..1069010,-,1116,384436202,1065660,1069010
1069178..1069609,+,143,384436203,1069178,1069609
1069666..1071702,-,678,384436204,1069666,1071702
1071734..1072918,-,394,384436205,1071734,1072918
1073080..1075629,-,849,384436206,1073080,1075629
1076065..1076454,+,129,384436207,1076065,1076454
1076474..1077019,-,181,384436208,1076474,1077019
1077755..1078612,+,285,384436209,1077755,1078612
1078657..1080501,+,614,384436210,1078657,1080501
1080695..1081696,+,333,384436211,1080695,1081696
1081887..1082141,+,84,384436212,1081887,1082141
1082437..1084716,-,759,384436213,1082437,1084716
1084757..1087753,-,998,384436214,1084757,1087753
1087772..1089190,-,472,384436215,1087772,1089190
1089400..1090323,+,307,384436216,1089400,1090323
1090680..1091279,+,199,384436217,1090680,1091279
1091317..1091631,+,104,384436218,1091317,1091631
1091698..1092894,-,398,384436219,1091698,1092894
1092925..1093590,-,221,384436220,1092925,1093590
1093626..1094495,-,289,384436221,1093626,1094495
1094649..1095143,-,164,384436222,1094649,1095143
1095248..1095436,-,62,384436223,1095248,1095436
1095772..1096683,-,303,384436224,1095772,1096683
1097077..1098063,+,328,384436225,1097077,1098063
1098323..1099171,+,282,384436226,1098323,1099171
1099214..1100368,-,384,384436227,1099214,1100368
1100410..1102014,-,534,384436228,1100410,1102014
1102283..1104058,-,591,384436229,1102283,1104058
1104246..1104647,+,133,384436230,1104246,1104647
1105030..1105545,-,171,384436231,1105030,1105545
1105666..1107168,+,500,384436232,1105666,1107168
1107242..1108330,+,362,384436233,1107242,1108330
1108314..1108967,+,217,384436234,1108314,1108967
1108967..1109452,+,161,384436235,1108967,1109452
1109620..1111044,-,474,384436236,1109620,1111044
1111185..1111955,-,256,384436237,1111185,1111955
1112531..1114249,-,572,384436238,1112531,1114249
1114429..1116021,-,530,384436239,1114429,1116021
1116360..1116629,-,89,384436240,1116360,1116629
1117107..1119674,+,855,384436241,1117107,1119674
1119916..1120509,+,197,384436242,1119916,1120509
1120643..1121524,+,293,384436243,1120643,1121524
1121627..1123180,-,517,384436244,1121627,1123180
1123441..1124031,-,196,384436245,1123441,1124031
1124071..1130007,-,1978,384436246,1124071,1130007
1130313..1131683,-,456,384436247,1130313,1131683
1131810..1132247,+,145,384436248,1131810,1132247
1132264..1132899,-,211,384436249,1132264,1132899
1132914..1133690,-,258,384436250,1132914,1133690
1133879..1135108,+,409,384436251,1133879,1135108
1135337..1135588,+,83,384436252,1135337,1135588
1135716..1137167,+,483,384436253,1135716,1137167
1137375..1138112,+,245,384436254,1137375,1138112
1138210..1138608,+,132,384436255,1138210,1138608
1138702..1140474,+,590,384436256,1138702,1140474
1140497..1141660,-,387,384436257,1140497,1141660
1141803..1142015,-,70,384436258,1141803,1142015
1142101..1142412,+,103,384436259,1142101,1142412
1142501..1142893,-,130,384436260,1142501,1142893
1143047..1144231,+,394,384436261,1143047,1144231
1144728..1146173,+,481,384436262,1144728,1146173
1146290..1146718,-,142,384436263,1146290,1146718
1147079..1148098,+,339,384436264,1147079,1148098
1148722..1149297,+,191,384436265,1148722,1149297
1149471..1150067,-,198,384436266,1149471,1150067
1150122..1151033,-,303,384436267,1150122,1151033
1151139..1152431,-,430,384436268,1151139,1152431
1152549..1153292,+,247,384436269,1152549,1153292
1153292..1154101,+,269,384436270,1153292,1154101
1154330..1154836,+,168,384436271,1154330,1154836
1154857..1156083,+,408,384436272,1154857,1156083
1156234..1156503,+,89,384436273,1156234,1156503
1156580..1156975,+,131,384436274,1156580,1156975
1157029..1158909,-,626,384436275,1157029,1158909
1159029..1160804,+,591,384436276,1159029,1160804
1160787..1161260,-,157,384436277,1160787,1161260
1161441..1161842,-,133,384436278,1161441,1161842
1161856..1163367,-,503,384436279,1161856,1163367
1163421..1164338,-,305,384436280,1163421,1164338
1164496..1165017,-,173,384436281,1164496,1165017
1165087..1166073,-,328,384436282,1165087,1166073
1166186..1166764,-,192,384436283,1166186,1166764
1167053..1167247,-,64,384436284,1167053,1167247
1167333..1167464,+,43,384436285,1167333,1167464
1167510..1167779,-,89,384436286,1167510,1167779
1167961..1169019,-,352,384436287,1167961,1169019
1169078..1170187,-,369,384436288,1169078,1170187
1170571..1179621,+,3016,384436289,1170571,1179621
1179926..1180672,-,248,384436290,1179926,1180672
1181064..1181609,+,181,384436291,1181064,1181609
1181716..1182585,+,289,384436292,1181716,1182585
1182665..1183645,+,326,384436293,1182665,1183645
1183660..1184664,+,334,384436294,1183660,1184664
1184711..1185238,-,175,384436295,1184711,1185238
1185300..1186307,-,335,384436296,1185300,1186307
1186311..1187198,-,295,384436297,1186311,1187198
1187219..1188082,-,287,384436298,1187219,1188082
1188079..1188885,-,268,384436299,1188079,1188885
1189110..1189913,-,267,384436300,1189110,1189913
1189940..1190383,-,147,384436301,1189940,1190383
1190867..1191433,+,188,384436302,1190867,1191433
1191445..1191786,+,113,384436303,1191445,1191786
1191856..1192452,+,198,384436304,1191856,1192452
1192485..1194308,+,607,384436305,1192485,1194308
1194314..1194643,+,109,384436306,1194314,1194643
1194653..1196776,+,707,384436307,1194653,1196776
1196836..1197162,+,108,384436308,1196836,1197162
1197262..1199166,+,634,384436309,1197262,1199166
1199172..1199603,+,143,384436310,1199172,1199603
1199708..1201831,+,707,384436311,1199708,1201831
1201845..1202915,+,356,384436312,1201845,1202915
1203093..1204355,+,420,384436313,1203093,1204355
1204363..1205364,+,333,384436314,1204363,1205364
1205764..1206810,+,348,384436315,1205764,1206810
1206837..1207514,-,225,384436316,1206837,1207514
1207566..1210019,-,817,384436317,1207566,1210019
1210455..1211237,-,260,384436318,1210455,1211237
1211417..1212175,+,252,384436319,1211417,1212175
1213005..1213754,+,249,384436320,1213005,1213754
1214270..1214968,-,232,384436321,1214270,1214968
1215098..1215985,+,295,384436322,1215098,1215985
1215973..1218441,-,822,384436323,1215973,1218441
1218471..1219235,-,254,384436324,1218471,1219235
1219290..1221047,-,585,384436325,1219290,1221047
1221427..1221744,-,105,384436326,1221427,1221744
1221754..1222026,-,90,384436327,1221754,1222026
1222072..1222248,-,58,384436328,1222072,1222248
1222483..1223463,-,326,384436329,1222483,1223463
1223594..1224658,+,354,384436330,1223594,1224658
1224745..1225383,+,212,384436331,1224745,1225383
1225503..1225799,-,98,384436332,1225503,1225799
1225907..1226380,+,157,384436333,1225907,1226380
1226408..1226749,-,113,384436334,1226408,1226749
1227054..1227884,+,276,384436335,1227054,1227884
1227937..1228755,+,272,384436336,1227937,1228755
1228788..1229984,-,398,384436337,1228788,1229984
1230024..1230503,-,159,384436338,1230024,1230503
1230587..1231021,-,144,384436339,1230587,1231021
1231088..1231492,-,134,384436340,1231088,1231492
1231601..1232749,-,382,384436341,1231601,1232749
1232601..1233329,+,242,384436342,1232601,1233329
1233326..1233940,-,204,384436343,1233326,1233940
1233953..1234873,-,306,384436344,1233953,1234873
1235133..1236266,+,377,384436345,1235133,1236266
1236360..1237805,-,481,384436346,1236360,1237805
1237973..1238200,+,75,384436347,1237973,1238200
1238307..1239029,+,240,384436348,1238307,1239029
1239178..1240119,+,313,384436349,1239178,1240119
1240130..1241008,-,292,384436350,1240130,1241008
1241153..1241422,+,89,384436351,1241153,1241422
1241582..1241806,-,74,384436352,1241582,1241806
1242091..1243104,+,337,384436353,1242091,1243104
1243255..1243422,+,55,384436354,1243255,1243422
1243548..1244126,+,192,384436355,1243548,1244126
1244212..1244676,+,154,384436356,1244212,1244676
1244709..1245932,-,407,384436357,1244709,1245932
1246009..1246971,+,320,384436358,1246009,1246971
1247101..1248993,+,630,384436359,1247101,1248993
1249259..1251352,+,697,384436360,1249259,1251352
1251410..1252024,-,204,384436361,1251410,1252024
1252086..1252799,-,237,384436362,1252086,1252799
1252853..1253440,-,195,384436363,1252853,1253440
1253600..1254556,-,318,384436364,1253600,1254556
1254942..1255568,-,208,384436365,1254942,1255568
1255722..1257080,-,452,384436366,1255722,1257080
1257261..1258568,-,435,384436367,1257261,1258568
1258577..1259869,-,430,384436368,1258577,1259869
1260034..1260810,+,258,384436369,1260034,1260810
1260866..1262077,+,403,384436370,1260866,1262077
1262231..1262647,-,138,384436371,1262231,1262647
1262640..1262996,-,118,384436372,1262640,1262996
1263145..1266381,-,1078,384436373,1263145,1266381
1266510..1266767,-,85,384436374,1266510,1266767
1267006..1267125,-,39,384436375,1267006,1267125
1267205..1268227,+,340,384436376,1267205,1268227
1268224..1269555,-,443,384436377,1268224,1269555
1269886..1271091,+,401,384436378,1269886,1271091
1271187..1272065,-,292,384436379,1271187,1272065
1272225..1273130,+,301,384436380,1272225,1273130
1273169..1274098,+,309,384436381,1273169,1274098
1274189..1274974,-,261,384436382,1274189,1274974
1275053..1275799,-,248,384436383,1275053,1275799
1275925..1276209,-,94,384436384,1275925,1276209
1276259..1276939,-,226,384436385,1276259,1276939
1277110..1279359,+,749,384436386,1277110,1279359
1279384..1280154,-,256,384436387,1279384,1280154
1280178..1282010,-,610,384436388,1280178,1282010
1282007..1282519,-,170,384436389,1282007,1282519
1282558..1283343,+,261,384436390,1282558,1283343
1283477..1284760,+,427,384436391,1283477,1284760
1284922..1285719,+,265,384436392,1284922,1285719
1285685..1287580,-,631,384436393,1285685,1287580
1287549..1287929,-,126,384436394,1287549,1287929
1288206..1289171,-,321,384436395,1288206,1289171
1289295..1289774,+,159,384436396,1289295,1289774
1289897..1290373,+,158,384436397,1289897,1290373
1290448..1290909,+,153,384436398,1290448,1290909
1291032..1291496,+,154,384436399,1291032,1291496
1291637..1292173,+,178,384436400,1291637,1292173
1292215..1294368,+,717,384436401,1292215,1294368
1294385..1295197,-,270,384436402,1294385,1295197
1295199..1295711,-,170,384436403,1295199,1295711
1295810..1296316,-,168,384436404,1295810,1296316
1296460..1297782,-,440,384436405,1296460,1297782
1297937..1298542,+,201,384436406,1297937,1298542
1298546..1298983,-,145,384436407,1298546,1298983
1298976..1299428,-,150,384436408,1298976,1299428
1299478..1300473,+,331,384436409,1299478,1300473
1300488..1301597,-,369,384436410,1300488,1301597
1302112..1303413,-,433,384436411,1302112,1303413
1303788..1305260,+,490,384436412,1303788,1305260
1305253..1308165,-,970,384436413,1305253,1308165
1308299..1309399,+,366,384436414,1308299,1309399
1309392..1310051,+,219,384436415,1309392,1310051
1310645..1311094,+,149,384436416,1310645,1311094
1311126..1311620,-,164,384436417,1311126,1311620
1311660..1312085,-,141,384436418,1311660,1312085
1312095..1313564,-,489,384436419,1312095,1313564
1313726..1314880,-,384,384436420,1313726,1314880
1315098..1316471,+,457,384436421,1315098,1316471
1316529..1317287,+,252,384436422,1316529,1317287
1317536..1318147,-,203,384436423,1317536,1318147
1318363..1319358,-,331,384436424,1318363,1319358
1319652..1320656,-,334,384436425,1319652,1320656
1320669..1321340,-,223,384436426,1320669,1321340
1321504..1322430,+,308,384436427,1321504,1322430
1322489..1323580,+,363,384436428,1322489,1323580
1323652..1324221,-,189,384436429,1323652,1324221
1324532..1324951,+,139,384436430,1324532,1324951
1324967..1325443,-,158,384436431,1324967,1325443
1325697..1326065,+,122,384436432,1325697,1326065
1326184..1327932,+,582,384436433,1326184,1327932
1328205..1328807,-,200,384436434,1328205,1328807
1328927..1329697,+,256,384436435,1328927,1329697
1329747..1330961,+,404,384436436,1329747,1330961
1331246..1333195,+,649,384436437,1331246,1333195
1333339..1334178,+,279,384436438,1333339,1334178
1334388..1335797,+,469,384436439,1334388,1335797
1336116..1337453,+,445,384436440,1336116,1337453
1337544..1337972,+,142,384436441,1337544,1337972
1337972..1338448,+,158,384436442,1337972,1338448
1338500..1339939,+,479,384436443,1338500,1339939
1339948..1340541,-,197,384436444,1339948,1340541
1340511..1340927,-,138,384436445,1340511,1340927
1340869..1341429,-,186,384436446,1340869,1341429
1341592..1342947,-,451,384436447,1341592,1342947
1342957..1343883,-,308,384436448,1342957,1343883
1343934..1344494,-,186,384436449,1343934,1344494
1345014..1345373,+,119,384436450,1345014,1345373
1345367..1345861,+,164,384436451,1345367,1345861
1346291..1347673,-,460,384436452,1346291,1347673
1347657..1348715,-,352,384436453,1347657,1348715
1349053..1350396,-,447,384436454,1349053,1350396
1350451..1351056,-,201,384436455,1350451,1351056
1351073..1352248,+,391,384436456,1351073,1352248
1352413..1352721,-,102,384436457,1352413,1352721
1352911..1353891,+,326,384436458,1352911,1353891
1353979..1355370,+,463,384436459,1353979,1355370
1355367..1356443,-,358,384436460,1355367,1356443
1356557..1357654,-,365,384436461,1356557,1357654
1357663..1359189,-,508,384436462,1357663,1359189
1359251..1360975,+,574,384436463,1359251,1360975
1361076..1362089,+,337,384436464,1361076,1362089
1362082..1362675,-,197,384436465,1362082,1362675
1362654..1363349,-,231,384436466,1362654,1363349
1363396..1364280,-,294,384436467,1363396,1364280
1364388..1365032,+,214,384436468,1364388,1365032
1365281..1365586,+,101,384436469,1365281,1365586
1365946..1368384,+,812,384436470,1365946,1368384
1368473..1368835,+,120,384436471,1368473,1368835
1368860..1369243,+,127,384436472,1368860,1369243
1369985..1371103,+,372,384436473,1369985,1371103
1371272..1374010,-,912,384436474,1371272,1374010
1374168..1377362,+,1064,384436475,1374168,1377362
1377479..1378528,-,349,384436476,1377479,1378528
1378532..1378939,-,135,384436477,1378532,1378939
1378902..1379609,-,235,384436478,1378902,1379609
1379700..1380707,-,335,384436479,1379700,1380707
1380903..1381385,-,160,384436480,1380903,1381385
1381420..1382076,-,218,384436481,1381420,1382076
1382156..1382572,-,138,384436482,1382156,1382572
1382645..1383553,+,302,384436483,1382645,1383553
1383641..1383901,+,86,384436484,1383641,1383901
1384029..1384565,+,178,384436485,1384029,1384565
1384571..1384987,-,138,384436486,1384571,1384987
1384876..1385301,-,141,384436487,1384876,1385301
1385395..1385736,-,113,384436488,1385395,1385736
1385857..1387113,-,418,384436489,1385857,1387113
1387729..1388730,+,333,384436490,1387729,1388730
1388876..1389862,+,328,384436491,1388876,1389862
1389867..1390739,+,290,384436492,1389867,1390739
1390793..1391608,+,271,384436493,1390793,1391608
1391789..1392304,+,171,384436494,1391789,1392304
1392433..1392723,-,96,384436495,1392433,1392723
1392755..1394572,-,605,384436496,1392755,1394572
1394739..1394993,+,84,384436497,1394739,1394993
1395128..1395886,-,252,384436498,1395128,1395886
1396028..1396342,+,104,384436499,1396028,1396342
1396636..1398054,+,472,384436500,1396636,1398054
1398199..1399128,+,309,384436501,1398199,1399128
1399305..1399718,-,137,384436502,1399305,1399718
1399876..1400178,+,100,384436503,1399876,1400178
1400626..1401819,+,397,384436504,1400626,1401819
1402016..1402771,+,251,384436505,1402016,1402771
1402902..1403600,+,232,384436506,1402902,1403600
1403656..1404189,+,177,384436507,1403656,1404189
1404253..1404792,+,179,384436508,1404253,1404792
1404798..1405664,+,288,384436509,1404798,1405664
1405860..1407272,+,470,384436510,1405860,1407272
1407300..1408466,-,388,384436511,1407300,1408466
1408547..1408969,-,140,384436512,1408547,1408969
1409004..1409807,-,267,384436513,1409004,1409807
1409812..1410861,-,349,384436514,1409812,1410861
1411054..1411368,-,104,384436515,1411054,1411368
1411740..1412483,+,247,384436516,1411740,1412483
1412943..1415639,+,898,384436517,1412943,1415639
1415660..1416064,+,134,384436518,1415660,1416064
1416101..1417498,+,465,384436519,1416101,1417498
1417812..1418390,-,192,384436520,1417812,1418390
1418723..1419328,-,201,384436521,1418723,1419328
1419367..1419663,-,98,384436522,1419367,1419663
1419757..1420959,+,400,384436523,1419757,1420959
1421243..1426468,-,1741,384436524,1421243,1426468
1427013..1427747,-,244,384436525,1427013,1427747
1428146..1428889,-,247,384436526,1428146,1428889
1429236..1429721,+,161,384436527,1429236,1429721
1429817..1430302,+,161,384436528,1429817,1430302
1430515..1430718,+,67,384436529,1430515,1430718
1430813..1431715,-,300,384436530,1430813,1431715
1431793..1433457,-,554,384436531,1431793,1433457
1433718..1434440,+,240,384436532,1433718,1434440
1434462..1435475,+,337,384436533,1434462,1435475
1435516..1435980,+,154,384436534,1435516,1435980
1436190..1437419,+,409,384436535,1436190,1437419
1437521..1438243,+,240,384436536,1437521,1438243
1438304..1439758,-,484,384436537,1438304,1439758
1439819..1442863,-,1014,384436538,1439819,1442863
1442932..1444209,+,425,384436539,1442932,1444209
1444242..1444652,+,136,384436540,1444242,1444652
1444691..1445656,+,321,384436541,1444691,1445656
1445914..1446729,+,271,384436542,1445914,1446729
1446877..1449498,+,873,384436543,1446877,1449498
1449531..1450160,+,209,384436544,1449531,1450160
